item_id,item_name,description,promotion_level,item_type,value,price,limit_num,gojuon_order,start_time,end_time
31059,"可可蘿的記憶碎片","封印有可可蘿的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。",1,11,31059,0,9999,1432112,"2015/12/17 15:00:00","2030/08/01 14:59:59"
31060,"凱留的記憶碎片","封印有凱留的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。",1,11,31060,0,9999,1170112,"2015/12/17 15:00:00","2030/08/01 14:59:59"
31061,"矛依未的記憶碎片","封印有矛依未的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31061,0,9999,6201112,"2019/07/01 16:00:00","2030/08/01 14:59:59"
31063,"亞里莎的記憶碎片","封印有亞里莎的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。",1,11,31063,0,9999,81212,"2015/12/17 15:00:00","2030/08/01 14:59:59"
31065,"嘉夜的記憶碎片","封印有嘉夜的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31065,0,9999,1070112,"2020/03/19 16:00:00","2030/08/01 14:59:59"
31066,"祈梨的記憶碎片","封印有祈梨的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31066,0,9999,144112,"2020/09/16 16:00:00","2030/08/01 14:59:59"
31070,"似似花的記憶碎片","封印有似似花的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31070,0,9999,4343112,"2020/01/21 16:00:00","2030/08/01 14:59:59"
31071,"克莉絲提娜的記憶碎片","封印有克莉絲提娜的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。",1,11,31071,0,9999,1281112,"2019/02/01 12:00:00","2030/08/01 14:59:59"
31075,"貪吃佩可（夏日）的記憶碎片","封印有貪吃佩可（夏日）的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。",1,11,31075,0,9999,5414122,"2015/12/17 15:00:00","2030/08/01 14:59:59"
31076,"可可蘿（夏日）的記憶碎片","封印有可可蘿（夏日）的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。",1,11,31076,0,9999,1432122,"2015/12/17 15:00:00","2030/08/01 14:59:59"
31077,"鈴莓（夏日）的記憶碎片","封印有鈴莓（夏日）的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。",1,11,31077,0,9999,2222222,"2015/12/17 15:00:00","2030/08/01 14:59:59"
31078,"凱留（夏日）的記憶碎片","封印有凱留（夏日）的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。",1,11,31078,0,9999,1170122,"2015/12/17 15:00:00","2030/08/01 14:59:59"
31079,"珠希（夏日）的記憶碎片","封印有珠希（夏日）的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。",1,11,31079,0,9999,3060122,"2015/12/17 15:00:00","2030/08/01 14:59:59"
31080,"美冬（夏日）的記憶碎片","封印有美冬（夏日）的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。",1,11,31080,0,9999,6152122,"2015/12/17 15:00:00","2030/08/01 14:59:59"
31081,"忍（萬聖節）的記憶碎片","封印有忍（萬聖節）的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。",1,11,31081,0,9999,2144122,"2015/12/17 15:00:00","2030/08/01 14:59:59"
31082,"宮子（萬聖節）的記憶碎片","封印有宮子（萬聖節）的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。",1,11,31082,0,9999,6170122,"2019/03/06 16:00:00","2030/08/01 14:59:59"
31083,"美咲（萬聖節）的記憶碎片","封印有美咲（萬聖節）的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。",1,11,31083,0,9999,6120122,"2019/02/27 16:00:00","2030/08/01 14:59:59"
31084,"千歌（聖誕節）的記憶碎片","封印有千歌（聖誕節）的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。",1,11,31084,0,9999,3110122,"2015/12/17 15:00:00","2030/08/01 14:59:59"
31085,"胡桃（聖誕節）的記憶碎片","封印有胡桃（聖誕節）的記憶碎片的道具。需要一定的數量才能解放角色秘藏的力量。",1,11,31085,0,9999,1282122,"2019/05/02 16:00:00","2030/08/01 14:59:59"
31086,"綾音（聖誕節）的記憶碎片","封印有綾音（聖誕節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31086,0,9999,64122,"2015/12/17 15:00:00","2030/08/01 14:59:59"
31087,"日和（新年）的記憶碎片","封印有日和（新年）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31087,0,9999,5174122,"2019/06/03 16:00:00","2030/08/01 14:59:59"
31088,"優衣（新年）的記憶碎片","封印有優衣（新年）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31088,0,9999,7201122,"2019/05/07 16:00:00","2030/08/01 14:59:59"
31089,"怜（新年）的記憶碎片","封印有怜（新年）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31089,0,9999,8301122,"2019/06/03 16:00:00","2030/08/01 14:59:59"
31090,"惠理子（情人節）的記憶碎片","封印有惠理子（情人節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31090,0,9999,381122,"2019/07/01 16:00:00","2030/08/01 14:59:59"
31091,"靜流（情人節）的記憶碎片","封印有靜流（情人節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31091,0,9999,2122122,"2019/06/17 16:00:00","2030/08/01 14:59:59"
31092,"安的記憶碎片","封印有安的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31092,0,9999,94112,"2019/08/01 16:00:00","2030/08/01 14:59:59"
31093,"露的記憶碎片","封印有露的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31093,0,9999,8202112,"2019/08/01 16:00:00","2030/08/01 14:59:59"
31094,"古蕾婭的記憶碎片","封印有古蕾婭的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31094,0,9999,1283112,"2019/08/15 16:00:00","2030/08/01 14:59:59"
31095,"空花（大江戶）的記憶碎片","封印有空花（大江戶）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31095,0,9999,1202122,"2019/09/02 16:00:00","2030/08/01 14:59:59"
31096,"妮諾（大江戶）的記憶碎片","封印有妮諾（大江戶）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31096,0,9999,4144122,"2019/09/20 16:00:00","2030/08/01 14:59:59"
31097,"雷姆的記憶碎片","封印有雷姆的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31097,0,9999,8362112,"2019/10/01 16:00:00","2030/08/01 14:59:59"
31098,"拉姆的記憶碎片","封印有拉姆的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31098,0,9999,8062112,"2019/10/01 16:00:00","2030/08/01 14:59:59"
31099,"愛蜜莉雅的記憶碎片","封印有愛蜜莉雅的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31099,0,9999,362112,"2019/10/18 16:00:00","2030/08/01 14:59:59"
31100,"鈴奈（夏日）的記憶碎片","封印有鈴奈（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31100,0,9999,2222122,"2019/11/01 16:00:00","2030/08/01 14:59:59"
31101,"伊緒（夏日）的記憶碎片","封印有伊緒（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31101,0,9999,104122,"2019/11/01 16:00:00","2030/08/01 14:59:59"
31103,"咲戀（夏日）的記憶碎片","封印有咲戀（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31103,0,9999,2083122,"2019/11/19 16:00:00","2030/08/01 14:59:59"
31104,"真琴（夏日）的記憶碎片","封印有真琴（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31104,0,9999,6014122,"2019/12/02 16:00:00","2030/08/01 14:59:59"
31105,"香織（夏日）的記憶碎片","封印有香織（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31105,0,9999,1004122,"2019/12/02 16:00:00","2030/08/01 14:59:59"
31106,"真步（夏日）的記憶碎片","封印有真步（夏日）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31106,0,9999,6054122,"2019/12/16 16:00:00","2030/08/01 14:59:59"
31107,"碧（插班生）的記憶碎片","封印有碧（插班生）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31107,0,9999,4122,"2020/01/02 16:00:00","2030/08/01 14:59:59"
31108,"克蘿依的記憶碎片","封印有克蘿依的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31108,0,9999,1284112,"2020/01/10 16:00:00","2030/08/01 14:59:59"
31109,"琪愛兒的記憶碎片","封印有琪愛兒的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31109,0,9999,3103112,"2020/07/20 16:00:00","2030/08/01 14:59:59"
31110,"優妮的記憶碎片","封印有優妮的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31110,0,9999,7241112,"2020/07/02 16:00:00","2030/08/01 14:59:59"
31111,"鏡華（萬聖節）的記憶碎片","封印有鏡華（萬聖節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31111,0,9999,1174122,"2020/02/04 16:00:00","2030/08/01 14:59:59"
31112,"禊（萬聖節）的記憶碎片","封印有禊（萬聖節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31112,0,9999,6124122,"2020/02/04 16:00:00","2030/08/01 14:59:59"
31113,"美美（萬聖節）的記憶碎片","封印有美美（萬聖節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31113,0,9999,6161122,"2020/02/19 16:00:00","2030/08/01 14:59:59"
31114,"露娜的記憶碎片","封印有露娜的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31114,0,9999,8240112,"2020/03/04 16:00:00","2030/08/01 14:59:59"
31115,"克莉絲提娜（聖誕節）的記憶碎片","封印有克莉絲提娜（聖誕節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31115,0,9999,1281122,"2020/04/01 16:00:00","2030/08/01 14:59:59"
31116,"望（聖誕節）的記憶碎片","封印有望（聖誕節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31116,0,9999,4424122,"2020/04/01 16:00:00","2030/08/01 14:59:59"
31117,"伊莉亞（聖誕節）的記憶碎片","封印有伊莉亞（聖誕節）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31117,0,9999,171122,"2020/04/22 16:00:00","2030/08/01 14:59:59"
31119,"可可蘿（新年）的記憶碎片","封印有可可蘿（新年）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31119,0,9999,1432132,"2020/05/22 16:00:00","2030/08/01 14:59:59"
31120,"凱留（新年）的記憶碎片","封印有凱留（新年）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31120,0,9999,1170132,"2020/05/05 16:00:00","2030/08/01 14:59:59"
31121,"鈴莓（新年）的記憶碎片","封印有鈴莓（新年）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31121,0,9999,2222232,"2020/05/05 16:00:00","2030/08/01 14:59:59"
31122,"霞（魔法少女）的記憶碎片","封印有霞（魔法少女）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31122,0,9999,1022122,"2020/06/03 16:00:00","2030/08/01 14:59:59"
31123,"栞（魔法少女）的記憶碎片","封印有栞（魔法少女）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31123,0,9999,2104122,"2020/06/03 16:00:00","2030/08/01 14:59:59"
31124,"卯月（NGs）的記憶碎片","封印有卯月（NGs）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31124,0,9999,232112,"2020/09/30 16:00:00","2030/08/01 14:59:59"
31125,"凜（NGs）的記憶碎片","封印有凜（NGs）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31125,0,9999,8194212,"2015/12/17 15:00:00","2030/08/01 14:59:59"
31126,"未央（NGs）的記憶碎片","封印有未央（NGs）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31126,0,9999,6104112,"2020/09/30 16:00:00","2030/08/01 14:59:59"
31127,"鈴（遊俠）的記憶碎片","封印有鈴（遊俠）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31127,0,9999,8194122,"2020/08/06 16:00:00","2030/08/01 14:59:59"
31128,"真陽（遊俠）的記憶碎片","封印有真陽（遊俠）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31128,0,9999,6051122,"2020/08/21 16:00:00","2030/08/01 14:59:59"
31129,"璃乃（奇幻）的記憶碎片","封印有璃乃（奇幻）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31129,0,9999,8144122,"2015/12/17 15:00:00","2030/08/01 14:59:59"
31130,"步未（奇幻）的記憶碎片","封印有步未（奇幻）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31130,0,9999,72122,"2020/09/04 16:00:00","2030/08/01 14:59:59"
31804,"貪吃佩可（公主）的記憶碎片","封印有貪吃佩可（公主）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31804,0,9999,5414212,"2020/06/22 16:00:00","2030/08/01 14:59:59"
31805,"可可蘿（公主）的記憶碎片","封印有可可蘿（公主）的記憶碎片的道具。收集一定數量，則可以解放角色深藏的力量。",1,11,31805,0,9999,1432142,"2020/09/01 16:00:00","2030/08/01 14:59:59"
32001,"日和的純淨記憶碎片","封印有日和純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。",1,18,32001,0,9999,5174111,"2020/07/02 16:00:00","2030/08/01 14:59:59"
32002,"優衣的純淨記憶碎片","封印有優衣純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。",1,18,32002,0,9999,7201111,"2020/07/02 16:00:00","2030/08/01 14:59:59"
32003,"怜的純淨記憶碎片","封印有怜純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。",1,18,32003,0,9999,8301111,"2020/07/02 16:00:00","2030/08/01 14:59:59"
32010,"真步的純淨記憶碎片","封印有真步純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。",1,18,32010,0,9999,6054111,"2020/06/03 16:00:00","2030/08/01 14:59:59"
32011,"璃乃的純淨記憶碎片","封印有璃乃純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。",1,18,32011,0,9999,8144111,"2020/02/04 16:00:00","2030/08/01 14:59:59"
32012,"初音的純淨記憶碎片","封印有初音純真的記憶殘片的道具。收集一定數量，則可以解放角色終極深藏的真實力量。",1,18,32012,0,9999,5032111,"2020/08/03 16:00:00","2030/08/01 14:59:59"
