mission_id,disp_group,category_icon,description,mission_condition,condition_value_1,condition_value_2,condition_value_3,condition_num,mission_reward_id,system_id,visible_flag,start_time,end_time
51003002,403001,201,"",1003,12002003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003003,403001,201,"",1003,12003003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003004,403001,201,"",1003,12004003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003005,403001,201,"",1003,12005003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003006,403001,201,"",1003,12006003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003007,403001,201,"",1003,12007003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003008,403001,201,"",1003,12008003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003009,403001,201,"",1003,12009003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003010,403001,201,"",1003,12010003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003011,403001,201,"",1003,12011003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003012,403001,201,"",1003,12012003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003013,403001,201,"",1003,12013003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003014,403001,201,"",1003,12014003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003015,403001,201,"",1003,12015003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003016,403001,201,"",1003,12016003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003017,403001,201,"",1003,12017003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003018,403001,201,"",1003,12018003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003019,403001,201,"",1003,12019003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003020,403001,201,"",1003,12020003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003021,403001,201,"",1003,12021003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003022,403001,201,"",1003,12022003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003023,403001,201,"",1003,12023003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51003024,403001,201,"",1003,12024003,0,0,1,0,102,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51010001,701001,204,"",1010,31001,0,0,1,0,104,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51010002,701001,204,"",1010,31002,0,0,1,0,104,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51010003,701001,204,"",1010,31003,0,0,1,0,104,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51010004,701001,204,"",1010,31004,0,0,1,0,104,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51010005,701001,204,"",1010,31005,0,0,1,0,104,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51102001,801001,208,"",1102,71010070,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51102002,801001,208,"",1102,71020110,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51102003,801001,208,"",1102,71030130,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51102004,801001,208,"",1102,71040150,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51102005,801001,208,"",1102,71050170,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51102006,801001,208,"",1102,71060190,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51102007,801001,208,"",1102,71070210,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51102008,801001,208,"",1102,71080230,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51102009,801001,208,"",1102,71090250,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51102010,801001,208,"",1102,71100270,0,0,1,0,108,0,"2019/06/14 12:00:00","2030/04/01 14:59:59"
51102011,801001,208,"",1102,71110290,0,0,1,0,108,0,"2019/07/15 12:00:00","2030/04/01 14:59:59"
51103001,802001,208,"",1103,72010070,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51103002,802001,208,"",1103,72020110,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51103003,802001,208,"",1103,72030130,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51103004,802001,208,"",1103,72040150,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51103005,802001,208,"",1103,72050170,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51103006,802001,208,"",1103,72060190,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51103007,802001,208,"",1103,72070210,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51103008,802001,208,"",1103,72080230,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51103009,802001,208,"",1103,72090250,0,0,1,0,108,0,"2015/04/01 15:00:00","2030/04/01 14:59:59"
51103010,802001,208,"",1103,72100270,0,0,1,0,108,0,"2019/06/14 12:00:00","2030/04/01 14:59:59"
51103011,802001,208,"",1103,72110290,0,0,1,0,108,0,"2019/07/15 12:00:00","2030/04/01 14:59:59"
51103012,802001,208,"",1103,72120310,0,0,1,0,108,0,"2019/08/14 10:00:00","2030/04/01 14:59:59"
51103013,802001,208,"",1103,72130330,0,0,1,0,108,0,"2019/09/14 12:00:00","2030/04/01 14:59:59"
54002001,501001,205,"戰鬥競技場獲得10勝",4002,0,0,0,10,54002001,401,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
54002002,501001,205,"戰鬥競技場獲得50勝",4002,0,0,0,50,54002002,401,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
54002003,501001,205,"戰鬥競技場獲得100勝",4002,0,0,0,100,54002003,401,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
54004001,502001,207,"公主競技場獲得10勝",4004,0,0,0,10,54004001,402,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
54004002,502001,207,"公主競技場獲得50勝",4004,0,0,0,50,54004002,402,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
54004003,502001,207,"公主競技場獲得100勝",4004,0,0,0,100,54004003,402,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
55006001,601001,501,"參加1次團隊競賽",5006,0,0,0,1,55006001,107,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
55006002,601001,501,"參加3次團隊競賽",5006,0,0,0,3,55006002,107,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
55006003,601001,501,"參加6次團隊競賽",5006,0,0,0,6,55006003,107,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
55008001,603001,501,"在戰隊競賽（戰隊模式）中進入到30000名以內",5008,0,0,0,1,55008001,107,1,"2020/09/25 05:00:00","2030/04/01 14:59:59"
55008002,603002,501,"在戰隊競賽（戰隊模式）中進入到10000名以內",5008,0,0,0,1,55008002,107,1,"2020/09/25 05:00:00","2030/04/01 14:59:59"
55008003,603003,501,"在戰隊競賽（戰隊模式）中進入到5000名以內",5008,0,0,0,1,55008003,107,1,"2020/09/25 05:00:00","2030/04/01 14:59:59"
55008004,603004,501,"在戰隊競賽（戰隊模式）中進入到3000名以內",5008,0,0,0,1,55008004,107,1,"2020/09/25 05:00:00","2030/04/01 14:59:59"
55008005,603005,501,"在戰隊競賽（戰隊模式）中進入到1000名以內",5008,0,0,0,1,55008005,107,1,"2020/09/25 05:00:00","2030/04/01 14:59:59"
55008006,603006,501,"在戰隊競賽（戰隊模式）中進入到100名以內",5008,0,0,0,1,55008006,107,1,"2020/09/25 05:00:00","2030/04/01 14:59:59"
56011001,201001,301,"將日和成為夥伴",6011,100101,0,0,1,56011001,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011002,201001,301,"將日和升到★3",6011,100101,0,0,3,56011002,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011003,201001,301,"將日和升到★5",6011,100101,0,0,5,56011003,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011004,201002,301,"將優衣成為夥伴",6011,100201,0,0,1,56011004,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011005,201002,301,"將優衣升到★3",6011,100201,0,0,3,56011005,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011006,201002,301,"將優衣升到★5",6011,100201,0,0,5,56011006,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011007,201003,301,"將怜成為夥伴",6011,100301,0,0,1,56011007,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011008,201003,301,"將怜升到★3",6011,100301,0,0,3,56011008,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011009,201003,301,"將怜升到★5",6011,100301,0,0,5,56011009,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011010,201004,301,"將禊成為夥伴",6011,100401,0,0,1,56011010,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011011,201004,301,"將禊升到★3",6011,100401,0,0,3,56011011,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011012,201004,301,"將禊升到★5",6011,100401,0,0,5,56011012,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011013,201005,301,"將茉莉成為夥伴",6011,100501,0,0,1,56011013,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011014,201005,301,"將茉莉升到★3",6011,100501,0,0,3,56011014,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011015,201005,301,"將茉莉升到★5",6011,100501,0,0,5,56011015,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011016,201006,301,"將茜里成為夥伴",6011,100601,0,0,1,56011016,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011017,201006,301,"將茜里升到★3",6011,100601,0,0,3,56011017,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011018,201006,301,"將茜里升到★5",6011,100601,0,0,5,56011018,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011019,201007,301,"將宮子成為夥伴",6011,100701,0,0,1,56011019,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011020,201007,301,"將宮子升到★3",6011,100701,0,0,3,56011020,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011021,201007,301,"將宮子升到★5",6011,100701,0,0,5,56011021,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011022,201008,301,"將雪成為夥伴",6011,100801,0,0,1,56011022,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011023,201008,301,"將雪升到★3",6011,100801,0,0,3,56011023,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011024,201008,301,"將雪升到★5",6011,100801,0,0,5,56011024,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011025,201009,301,"將杏奈成為夥伴",6011,100901,0,0,1,56011025,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011026,201009,301,"將杏奈升到★3",6011,100901,0,0,3,56011026,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011027,201009,301,"將杏奈升到★5",6011,100901,0,0,5,56011027,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011028,201010,301,"將真步成為夥伴",6011,101001,0,0,1,56011028,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011029,201010,301,"將真步升到★3",6011,101001,0,0,3,56011029,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011030,201010,301,"將真步升到★5",6011,101001,0,0,5,56011030,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011031,201011,301,"將璃乃成為夥伴",6011,101101,0,0,1,56011031,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011032,201011,301,"將璃乃升到★3",6011,101101,0,0,3,56011032,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011033,201011,301,"將璃乃升到★5",6011,101101,0,0,5,56011033,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011034,201012,301,"將初音成為夥伴",6011,101201,0,0,1,56011034,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011035,201012,301,"將初音升到★3",6011,101201,0,0,3,56011035,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011036,201012,301,"將初音升到★5",6011,101201,0,0,5,56011036,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011037,201013,301,"將七七香成為夥伴",6011,101301,0,0,1,56011037,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011038,201013,301,"將七七香升到★3",6011,101301,0,0,3,56011038,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011039,201013,301,"將七七香升到★5",6011,101301,0,0,5,56011039,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011040,201014,301,"將霞成為夥伴",6011,101401,0,0,1,56011040,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011041,201014,301,"將霞升到★3",6011,101401,0,0,3,56011041,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011042,201014,301,"將霞升到★5",6011,101401,0,0,5,56011042,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011043,201015,301,"將美里成為夥伴",6011,101501,0,0,1,56011043,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011044,201015,301,"將美里升到★3",6011,101501,0,0,3,56011044,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011045,201015,301,"將美里升到★5",6011,101501,0,0,5,56011045,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011046,201016,301,"將鈴奈成為夥伴",6011,101601,0,0,1,56011046,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011047,201016,301,"將鈴奈升到★3",6011,101601,0,0,3,56011047,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011048,201016,301,"將鈴奈升到★5",6011,101601,0,0,5,56011048,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011049,201017,301,"將香織成為夥伴",6011,101701,0,0,1,56011049,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011050,201017,301,"將香織升到★3",6011,101701,0,0,3,56011050,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011051,201017,301,"將香織升到★5",6011,101701,0,0,5,56011051,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011052,201018,301,"將伊緒成為夥伴",6011,101801,0,0,1,56011052,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011053,201018,301,"將伊緒升到★3",6011,101801,0,0,3,56011053,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011054,201018,301,"將伊緒升到★5",6011,101801,0,0,5,56011054,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011055,201019,301,"將美美成為夥伴",6011,102001,0,0,1,56011055,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011056,201019,301,"將美美升到★3",6011,102001,0,0,3,56011056,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011057,201019,301,"將美美升到★5",6011,102001,0,0,5,56011057,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011058,201020,301,"將胡桃成為夥伴",6011,102101,0,0,1,56011058,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011059,201020,301,"將胡桃升到★3",6011,102101,0,0,3,56011059,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011060,201020,301,"將胡桃升到★5",6011,102101,0,0,5,56011060,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011061,201021,301,"將依里成為夥伴",6011,102201,0,0,1,56011061,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011062,201021,301,"將依里升到★3",6011,102201,0,0,3,56011062,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011063,201021,301,"將依里升到★5",6011,102201,0,0,5,56011063,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011064,201022,301,"將綾音成為夥伴",6011,102301,0,0,1,56011064,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011065,201022,301,"將綾音升到★3",6011,102301,0,0,3,56011065,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011066,201022,301,"將綾音升到★5",6011,102301,0,0,5,56011066,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011067,201023,301,"將鈴莓成為夥伴",6011,102501,0,0,1,56011067,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011068,201023,301,"將鈴莓升到★3",6011,102501,0,0,3,56011068,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011069,201023,301,"將鈴莓升到★5",6011,102501,0,0,5,56011069,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011070,201024,301,"將鈴成為夥伴",6011,102601,0,0,1,56011070,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011071,201024,301,"將鈴升到★3",6011,102601,0,0,3,56011071,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011072,201024,301,"將鈴升到★5",6011,102601,0,0,5,56011072,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011073,201025,301,"將惠理子成為夥伴",6011,102701,0,0,1,56011073,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011074,201025,301,"將惠理子升到★3",6011,102701,0,0,3,56011074,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011075,201025,301,"將惠理子升到★5",6011,102701,0,0,5,56011075,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011076,201026,301,"將咲戀成為夥伴",6011,102801,0,0,1,56011076,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011077,201026,301,"將咲戀升到★3",6011,102801,0,0,3,56011077,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011078,201026,301,"將咲戀升到★5",6011,102801,0,0,5,56011078,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011079,201027,301,"將望成為夥伴",6011,102901,0,0,1,56011079,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011080,201027,301,"將望升到★3",6011,102901,0,0,3,56011080,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011081,201027,301,"將望升到★5",6011,102901,0,0,5,56011081,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011082,201028,301,"將妮諾成為夥伴",6011,103001,0,0,1,56011082,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011083,201028,301,"將妮諾升到★3",6011,103001,0,0,3,56011083,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011084,201028,301,"將妮諾升到★5",6011,103001,0,0,5,56011084,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011085,201029,301,"將忍成為夥伴",6011,103101,0,0,1,56011085,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011086,201029,301,"將忍升到★3",6011,103101,0,0,3,56011086,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011087,201029,301,"將忍升到★5",6011,103101,0,0,5,56011087,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011088,201030,301,"將秋乃成為夥伴",6011,103201,0,0,1,56011088,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011089,201030,301,"將秋乃升到★3",6011,103201,0,0,3,56011089,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011090,201030,301,"將秋乃升到★5",6011,103201,0,0,5,56011090,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011091,201031,301,"將真陽成為夥伴",6011,103301,0,0,1,56011091,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011092,201031,301,"將真陽升到★3",6011,103301,0,0,3,56011092,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011093,201031,301,"將真陽升到★5",6011,103301,0,0,5,56011093,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011094,201032,301,"將優花梨成為夥伴",6011,103401,0,0,1,56011094,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011095,201032,301,"將優花梨升到★3",6011,103401,0,0,3,56011095,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011096,201032,301,"將優花梨升到★5",6011,103401,0,0,5,56011096,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011097,201033,301,"將鏡華成為夥伴",6011,103601,0,0,1,56011097,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011098,201033,301,"將鏡華升到★3",6011,103601,0,0,3,56011098,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011099,201033,301,"將鏡華升到★5",6011,103601,0,0,5,56011099,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011100,201034,301,"將智成為夥伴",6011,103701,0,0,1,56011100,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011101,201034,301,"將智升到★3",6011,103701,0,0,3,56011101,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011102,201034,301,"將智升到★5",6011,103701,0,0,5,56011102,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011103,201035,301,"將栞成為夥伴",6011,103801,0,0,1,56011103,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011104,201035,301,"將栞升到★3",6011,103801,0,0,3,56011104,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011105,201035,301,"將栞升到★5",6011,103801,0,0,5,56011105,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011106,201036,301,"將碧成為夥伴",6011,104001,0,0,1,56011106,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011107,201036,301,"將碧升到★3",6011,104001,0,0,3,56011107,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011108,201036,301,"將碧升到★5",6011,104001,0,0,5,56011108,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011109,201037,301,"將千歌成為夥伴",6011,104201,0,0,1,56011109,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011110,201037,301,"將千歌升到★3",6011,104201,0,0,3,56011110,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011111,201037,301,"將千歌升到★5",6011,104201,0,0,5,56011111,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011112,201038,301,"將真琴成為夥伴",6011,104301,0,0,1,56011112,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011113,201038,301,"將真琴升到★3",6011,104301,0,0,3,56011113,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011114,201038,301,"將真琴升到★5",6011,104301,0,0,5,56011114,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011115,201039,301,"將伊莉亞成為夥伴",6011,104401,0,0,1,56011115,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011116,201039,301,"將伊莉亞升到★3",6011,104401,0,0,3,56011116,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011117,201039,301,"將伊莉亞升到★5",6011,104401,0,0,5,56011117,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011118,201040,301,"將空花成為夥伴",6011,104501,0,0,1,56011118,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011119,201040,301,"將空花升到★3",6011,104501,0,0,3,56011119,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011120,201040,301,"將空花升到★5",6011,104501,0,0,5,56011120,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011121,201041,301,"將珠希成為夥伴",6011,104601,0,0,1,56011121,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
56011122,201041,301,"將珠希升到★3",6011,104601,0,0,3,56011122,501,1,"2015/04/01 15:00:00","2030/04/01 14:59:59"
