story_id,story_group_id,title,sub_title,visible_type,story_end,pre_story_id,love_level,requirement_id,unlock_quest_id,story_quest_id,reward_type_1,reward_id_1,reward_value_1,reward_type_2,reward_id_2,reward_value_2,reward_type_3,reward_id_3,reward_value_3,start_time,end_time
1003002,1003,"怜 第2話","為了有一天能互相扶持",0,0,1003001,2,100301,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1003003,1003,"怜 第3話","屬於兩人的約定",0,0,1003002,3,100301,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1003004,1003,"怜 第4話","毫無虛偽的笑顏",0,0,1003003,4,100301,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1003005,1003,"怜 第5話","海邊的歇息",0,0,1003004,5,100301,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1003006,1003,"怜 第6話","懦弱的理由從何來？",0,0,1003005,6,100301,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1003007,1003,"怜 第7話","期限只到夕陽落下為止",0,0,1003006,7,100301,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1003008,1003,"怜 第8話","完全駕馭那匹倔馬",0,0,1003007,8,100301,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1003009,1003,"怜 第9話","能順利釣到嗎？",0,0,1003008,9,100301,0,0,8,91002,50,0,0,0,0,0,0,"2020/07/02 16:00:00","2030/12/17 14:59:59"
1003010,1003,"怜 第10話","若有能以劍拯救的事物",0,0,1003009,10,100301,0,0,8,91002,50,0,0,0,0,0,0,"2020/07/02 16:00:00","2030/12/17 14:59:59"
1003011,1003,"怜 第11話","目標是那片大海",0,0,1003010,11,100301,0,0,8,91002,50,0,0,0,0,0,0,"2020/07/02 16:00:00","2030/12/17 14:59:59"
1003012,1003,"怜 第12話","必須相信之事",0,0,1003011,12,100301,0,0,8,91002,50,0,0,0,0,0,0,"2020/07/02 16:00:00","2030/12/17 14:59:59"
1004001,1004,"禊 第1話","最喜歡惡作劇的孩子登場！",0,0,0,0,100401,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1004002,1004,"禊 第2話","禊之終極陷阱！",0,0,1004001,2,100401,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1004003,1004,"禊 第3話","給哥哥的惡作劇特訓！",0,0,1004002,3,100401,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1004004,1004,"禊 第4話","懷舊糖果店派對！",0,0,1004003,4,100401,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1004005,1004,"禊 第5話","禊探險隊出發！",0,0,1004004,5,100401,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1004006,1004,"禊 第6話","藏寶地圖瀰漫著「危險」的香味！",0,0,1004005,6,100401,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1004007,1004,"禊 第7話","哥哥Help ME──！",0,0,1004006,7,100401,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1004008,1004,"禊 第8話","惡作劇愛好者都很頑強",0,0,1004007,8,100401,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1005001,1005,"茉莉 第1話","這是英雄的第一步！",0,0,0,0,100501,0,0,8,91002,20,0,0,0,0,0,0,"2019/01/22 16:00:00","2099/12/17 14:59:59"
1005002,1005,"茉莉 第2話","尾巴只是裝飾！",0,0,1005001,2,100501,0,0,8,91002,20,0,0,0,0,0,0,"2019/01/22 16:00:00","2099/12/17 14:59:59"
1005003,1005,"茉莉 第3話","志同道合的夥伴！",0,0,1005002,3,100501,0,0,8,91002,20,0,0,0,0,0,0,"2019/01/22 16:00:00","2099/12/17 14:59:59"
1005004,1005,"茉莉 第4話","就跟你約會吧！",0,0,1005003,4,100501,0,0,8,91002,50,0,0,0,0,0,0,"2019/01/22 16:00:00","2099/12/17 14:59:59"
1005005,1005,"茉莉 第5話","希望你多注意點！",0,0,1005004,5,100501,0,0,8,91002,20,0,0,0,0,0,0,"2019/01/22 16:00:00","2099/12/17 14:59:59"
1005006,1005,"茉莉 第6話","好害羞的變身！",0,0,1005005,6,100501,0,0,8,91002,20,0,0,0,0,0,0,"2019/01/22 16:00:00","2099/12/17 14:59:59"
1005007,1005,"茉莉 第7話","勾勾手指來約定！",0,0,1005006,7,100501,0,0,8,91002,20,0,0,0,0,0,0,"2019/01/22 16:00:00","2099/12/17 14:59:59"
1005008,1005,"茉莉 第8話","希望你握住我的手！",0,0,1005007,8,100501,0,0,8,91002,50,0,0,0,0,0,0,"2019/01/22 16:00:00","2099/12/17 14:59:59"
1006001,1006,"茜里 第1話","茜里，要掉下去啦！",0,0,0,0,100601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1006002,1006,"茜里 第2話","已經忍不住了",0,0,1006001,2,100601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1006003,1006,"茜里 第3話","拜託您了，教練！",0,0,1006002,3,100601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1006004,1006,"茜里 第4話","指導得真好呢♪",0,0,1006003,4,100601,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1006005,1006,"茜里 第5話","哥哥，真猛呢♪",0,0,1006004,5,100601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1006006,1006,"茜里 第6話","會迎合您的喜好唷♪",0,0,1006005,6,100601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1006007,1006,"茜里 第7話","與哥哥第一次的……",0,0,1006006,7,100601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1006008,1006,"茜里 第8話","一定要是哥哥才行",0,0,1006007,8,100601,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1007001,1007,"宮子 第1話","請小心幽靈少女",0,0,0,0,100701,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1007002,1007,"宮子 第2話","布丁布丁布丁～！",0,0,1007001,2,100701,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1007003,1007,"宮子 第3話","知悉宮子過去的男人",0,0,1007002,3,100701,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1007004,1007,"宮子 第4話","幽靈的校園生活",0,0,1007003,4,100701,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1007005,1007,"宮子 第5話","復甦的記憶",0,0,1007004,5,100701,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1007006,1007,"宮子 第6話","布丁的指引",0,0,1007005,6,100701,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1007007,1007,"宮子 第7話","與離別不遠了！？",0,0,1007006,7,100701,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1007008,1007,"宮子 第8話","手工布丁天國",0,0,1007007,8,100701,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1008001,1008,"雪 第1話","過於美好的邂逅",0,0,0,0,100801,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1008002,1008,"雪 第2話","華麗的工作！",0,0,1008001,2,100801,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1008003,1008,"雪 第3話","惡作劇之雨",0,0,1008002,3,100801,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1008004,1008,"雪 第4話","悠久的巷尾街拍",0,0,1008003,4,100801,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1008005,1008,"雪 第5話","前往那遙遠的旅途……！？",0,0,1008004,5,100801,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1008006,1008,"雪 第6話","究極的雪 vs 至高的雪",0,0,1008005,6,100801,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1008007,1008,"雪 第7話","Wedding．Or．Die",0,0,1008006,7,100801,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1008008,1008,"雪 第8話","永遠不要離開我的身邊唷",0,0,1008007,8,100801,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1009001,1009,"杏奈 第1話","邂逅，閃光的吉格魯特！",0,0,0,0,100901,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1009002,1009,"杏奈 第2話","與盟友的共同戰線",0,0,1009001,2,100901,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1009003,1009,"杏奈 第3話","喪失的記憶的所在之處",0,0,1009002,3,100901,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1009004,1009,"杏奈 第4話","在異世界相遇的兩人",0,0,1009003,4,100901,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1009005,1009,"杏奈 第5話","猛如魔狼般的疾風追逐！",0,0,1009004,5,100901,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1009006,1009,"杏奈 第6話","奪回失去的自我！",0,0,1009005,6,100901,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1009007,1009,"杏奈 第7話","與「組織」的對決",0,0,1009006,7,100901,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1009008,1009,"杏奈 第8話","在前世的關係",0,0,1009007,8,100901,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1010001,1010,"真步 第1話","公主與王子在一起乘著馬車",0,0,0,0,101001,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1010002,1010,"真步 第2話","真步真步王國的公主殿下",0,0,1010001,2,101001,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1010003,1010,"真步 第3話","迎接的時間到來",0,0,1010002,3,101001,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1010004,1010,"真步 第4話","夢與魔法的奇幻王國",0,0,1010003,4,101001,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1010005,1010,"真步 第5話","公主殿下那隨心所欲的魔法",0,0,1010004,5,101001,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1010006,1010,"真步 第6話","邀請前往真步公主的城堡",0,0,1010005,6,101001,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1010007,1010,"真步 第7話","籠中的公主殿下",0,0,1010006,7,101001,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1010008,1010,"真步 第8話","湖畔的公主殿下",0,0,1010007,8,101001,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1010009,1010,"真步 第9話","公主殿下的招待",0,0,1010008,9,101001,0,0,8,91002,50,0,0,0,0,0,0,"2020/06/03 16:00:00","2030/12/17 14:59:00"
1010010,1010,"真步 第10話","妒忌的公主殿下",0,0,1010009,10,101001,0,0,8,91002,50,0,0,0,0,0,0,"2020/06/03 16:00:00","2030/12/17 14:59:00"
1010011,1010,"真步 第11話","公主與王子的誓言",0,0,1010010,11,101001,0,0,8,91002,50,0,0,0,0,0,0,"2020/06/03 16:00:00","2030/12/17 14:59:00"
1010012,1010,"真步 第12話","拯救了公主的是王子之心",0,0,1010011,12,101001,0,0,8,91002,50,0,0,0,0,0,0,"2020/06/03 16:00:00","2030/12/17 14:59:00"
1011001,1011,"璃乃 第1話","就算穿得破爛還是哥哥",0,0,0,0,101101,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1011002,1011,"璃乃 第2話","少女拙於憶而難學於術",0,0,1011001,2,101101,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1011003,1011,"璃乃 第3話","櫻花雖已謝擇日將再開",0,0,1011002,3,101101,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1011004,1011,"璃乃 第4話","擔憂 Show Time☆",0,0,1011003,4,101101,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1011005,1011,"璃乃 第5話","另經波折再啟動！",0,0,1011004,5,101101,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1011006,1011,"璃乃 第6話","出外靠朋友甚至命都給",0,0,1011005,6,101101,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1011007,1011,"璃乃 第7話","光陰似劍雨",0,0,1011006,7,101101,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1011008,1011,"璃乃 第8話","臉紅心跳小咒語",0,0,1011007,8,101101,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1011009,1011,"璃乃 第9話","兄濡目染",0,0,1011008,9,101101,0,0,8,91002,50,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/17 14:59:00"
1011010,1011,"璃乃 第10話","弄假成麻煩！",0,0,1011009,10,101101,0,0,8,91002,50,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/17 14:59:00"
1011011,1011,"璃乃 第11話","首先從咖哩開始吧",0,0,1011010,11,101101,0,0,8,91002,50,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/17 14:59:00"
1011012,1011,"璃乃 第12話","少女，命中千璃乃目標！",0,0,1011011,12,101101,0,0,8,91002,50,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/17 14:59:00"
1012001,1012,"初音 第1話","充滿祕密的初音♪",0,0,0,0,101201,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1012002,1012,"初音 第2話","睡美人大冒險",0,0,1012001,2,101201,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1012003,1012,"初音 第3話","小栞，等等我唷！",0,0,1012002,3,101201,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1012004,1012,"初音 第4話","初音的原則",0,0,1012003,4,101201,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1012005,1012,"初音 第5話","午睡是力量的泉源",0,0,1012004,5,101201,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1012006,1012,"初音 第6話","無法入眠的精靈族少女",0,0,1012005,6,101201,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1012007,1012,"初音 第7話","蘭德索爾的最後一天？",0,0,1012006,7,101201,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1012008,1012,"初音 第8話","要把你吃掉囉♪",0,0,1012007,8,101201,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1012009,1012,"初音 第9話","脫離‧睡美人大作戰！",0,0,1012008,9,101201,0,0,8,91002,50,0,0,0,0,0,0,"2020/08/03 16:00:00","2030/12/17 14:59:00"
1012010,1012,"初音 第10話","失控的超能力",0,0,1012009,10,101201,0,0,8,91002,50,0,0,0,0,0,0,"2020/08/03 16:00:00","2030/12/17 14:59:00"
1012011,1012,"初音 第11話","睡美人的思春期",0,0,1012010,11,101201,0,0,8,91002,50,0,0,0,0,0,0,"2020/08/03 16:00:00","2030/12/17 14:59:00"
1012012,1012,"初音 第12話","繁星降落的夜晚",0,0,1012011,12,101201,0,0,8,91002,50,0,0,0,0,0,0,"2020/08/03 16:00:00","2030/12/17 14:59:00"
1013001,1013,"七七香 第1話","尋找傳說中的魔導書！",0,0,0,0,101301,0,0,8,91002,20,0,0,0,0,0,0,"2019/03/27 16:00:00","2099/12/17 14:59:59"
1013002,1013,"七七香 第2話","第一次的雙人組合",0,0,1013001,2,101301,0,0,8,91002,20,0,0,0,0,0,0,"2019/03/27 16:00:00","2099/12/17 14:59:59"
1013003,1013,"七七香 第3話","與惡之影的邂逅",0,0,1013002,3,101301,0,0,8,91002,20,0,0,0,0,0,0,"2019/03/27 16:00:00","2099/12/17 14:59:59"
1013004,1013,"七七香 第4話","鍾愛的尊貴的定期巡迴",0,0,1013003,4,101301,0,0,8,91002,50,0,0,0,0,0,0,"2019/03/27 16:00:00","2099/12/17 14:59:59"
1013005,1013,"七七香 第5話","黑暗收藏家",0,0,1013004,5,101301,0,0,8,91002,20,0,0,0,0,0,0,"2019/03/27 16:00:00","2099/12/17 14:59:59"
1013006,1013,"七七香 第6話","因為你油然而生的心情",0,0,1013005,6,101301,0,0,8,91002,20,0,0,0,0,0,0,"2019/03/27 16:00:00","2099/12/17 14:59:59"
1013007,1013,"七七香 第7話","我們是魔法少女！",0,0,1013006,7,101301,0,0,8,91002,20,0,0,0,0,0,0,"2019/03/27 16:00:00","2099/12/17 14:59:59"
1013008,1013,"七七香 第8話","華麗的蛻變",0,0,1013007,8,101301,0,0,8,91002,50,0,0,0,0,0,0,"2019/03/27 16:00:00","2099/12/17 14:59:59"
1014001,1014,"霞 第1話","偵探助手募集中",0,0,0,0,101401,0,0,8,91002,20,0,0,0,0,0,0,"2019/07/15 16:00:00","2099/12/17 14:59:59"
1014002,1014,"霞 第2話","神秘事件從清晨就開始",0,0,1014001,2,101401,0,0,8,91002,20,0,0,0,0,0,0,"2019/07/15 16:00:00","2099/12/17 14:59:59"
1014003,1014,"霞 第3話","捕獲闇影的調查",0,0,1014002,3,101401,0,0,8,91002,20,0,0,0,0,0,0,"2019/07/15 16:00:00","2099/12/17 14:59:59"
1014004,1014,"霞 第4話","學妹是偵探少女",0,0,1014003,4,101401,0,0,8,91002,50,0,0,0,0,0,0,"2019/07/15 16:00:00","2099/12/17 14:59:59"
1014005,1014,"霞 第5話","遭遇！　未確認的存在",0,0,1014004,5,101401,0,0,8,91002,20,0,0,0,0,0,0,"2019/07/15 16:00:00","2099/12/17 14:59:59"
1014006,1014,"霞 第6話","推理在躍動",0,0,1014005,6,101401,0,0,8,91002,20,0,0,0,0,0,0,"2019/07/15 16:00:00","2099/12/17 14:59:59"
1014007,1014,"霞 第7話","一模一樣的兩人",0,0,1014006,7,101401,0,0,8,91002,20,0,0,0,0,0,0,"2019/07/15 16:00:00","2099/12/17 14:59:59"
1014008,1014,"霞 第8話","另一個的我",0,0,1014007,8,101401,0,0,8,91002,50,0,0,0,0,0,0,"2019/07/15 16:00:00","2099/12/17 14:59:59"
1015001,1015,"美里 第1話","聖母降臨",0,0,0,0,101501,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1015002,1015,"美里 第2話","重要之日的贈禮",0,0,1015001,2,101501,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1015003,1015,"美里 第3話","母親的溫情",0,0,1015002,3,101501,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1015004,1015,"美里 第4話","椿丘的聖母",0,0,1015003,4,101501,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1015005,1015,"美里 第5話","常伴你左右",0,0,1015004,5,101501,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1015006,1015,"美里 第6話","聖母的擔憂",0,0,1015005,6,101501,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1015007,1015,"美里 第7話","孩子自立之際",0,0,1015006,7,101501,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1015008,1015,"美里 第8話","美里的王子殿下",0,0,1015007,8,101501,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1016001,1016,"鈴奈 第1話","算數什麼的超級不擅長呀～",0,0,0,0,101601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1016002,1016,"鈴奈 第2話","超級名模，鈴奈！",0,0,1016001,2,101601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1016003,1016,"鈴奈 第3話","來找尋最棒的香水吧！",0,0,1016002,3,101601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1016004,1016,"鈴奈 第4話","寫真攝影的表情攸關生死♪",0,0,1016003,4,101601,0,0,8,91002,50,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1016005,1016,"鈴奈 第5話","賭場大蕭條",0,0,1016004,5,101601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1016006,1016,"鈴奈 第6話","消失的舞台服飾",0,0,1016005,6,101601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
1016007,1016,"鈴奈 第7話","做人家的男朋友吧",0,0,1016006,7,101601,0,0,8,91002,20,0,0,0,0,0,0,"2015/04/01 15:00:00","2099/12/17 14:59:59"
