unit_id,unit_name,class_id,pre_unit_id,condition_type_1,condition_type_detail_1,condition_id_1,count_1,condition_type_2,condition_type_detail_2,condition_id_2,count_2,condition_type_3,condition_type_detail_3,condition_id_3,count_3,condition_type_4,condition_type_detail_4,condition_id_4,count_4,condition_type_5,condition_type_detail_5,condition_id_5,count_5,release_effect_type
107801,"凱留（夏日）",1,0,1,2,31078,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107901,"珠希（夏日）",1,0,1,2,31079,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108001,"美冬（夏日）",1,0,1,2,31080,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108101,"忍（萬聖節）",1,0,1,2,31081,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108201,"宮子（萬聖節）",1,0,1,2,31082,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108301,"美咲（萬聖節）",1,0,1,2,31083,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
108401,"千歌（聖誕節）",1,0,1,2,31084,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
108501,"胡桃（聖誕節）",1,0,1,2,31085,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
108601,"綾音（聖誕節）",1,0,1,2,31086,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108701,"日和（新年）",1,0,1,2,31087,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
108801,"優衣（新年）",1,0,1,2,31088,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
108901,"怜（新年）",1,0,1,2,31089,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109001,"惠理子（情人節）",1,0,1,2,31090,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109101,"靜流（情人節）",1,0,1,2,31091,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109201,"安",1,0,1,2,31092,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109301,"露",1,0,1,2,31093,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109401,"古蕾婭",1,0,1,2,31094,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109501,"空花（大江戶）",1,0,1,2,31095,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109601,"妮諾（大江戶）",1,0,1,2,31096,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109701,"雷姆",1,0,1,2,31097,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109801,"拉姆",1,0,1,2,31098,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109901,"愛蜜莉雅",1,0,1,2,31099,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110001,"鈴奈（夏日）",1,0,1,2,31100,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110101,"伊緒（夏日）",1,0,1,2,31101,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110301,"咲戀（夏日）",1,0,1,2,31103,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110401,"真琴（夏日）",1,0,1,2,31104,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110501,"香織（夏日）",1,0,1,2,31105,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110601,"真步（夏日）",1,0,1,2,31106,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110701,"碧（插班生）",1,0,1,2,31107,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110801,"克蘿依",1,0,1,2,31108,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110901,"琪愛兒",1,0,1,2,31109,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111001,"優妮",1,0,1,2,31110,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111101,"鏡華（萬聖節）",1,0,1,2,31111,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111201,"禊（萬聖節）",1,0,1,2,31112,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111301,"美美（萬聖節）",1,0,1,2,31113,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111401,"露娜",1,0,1,2,31114,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111501,"克莉絲提娜（聖誕節）",1,0,1,2,31115,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111601,"望（聖誕節）",1,0,1,2,31116,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111701,"伊莉亞（聖誕節）",1,0,1,2,31117,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
111901,"可可蘿（新年）",1,0,1,2,31119,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112001,"凱留（新年）",1,0,1,2,31120,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112101,"鈴莓（新年）",1,0,1,2,31121,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112201,"霞（魔法少女）",1,0,1,2,31122,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112301,"栞（魔法少女）",1,0,1,2,31123,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112401,"卯月（NGs）",1,0,1,2,31124,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112501,"凜（NGs）",1,0,1,2,31125,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112601,"未央（NGs）",1,0,1,2,31126,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112701,"鈴（遊俠）",1,0,1,2,31127,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112801,"真陽（遊俠）",1,0,1,2,31128,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
112901,"璃乃（奇幻）",1,0,1,2,31129,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
113001,"步未（奇幻）",1,0,1,2,31130,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
180401,"貪吃佩可（公主）",1,0,1,2,31804,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
180501,"可可蘿（公主）",1,0,1,2,31805,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
