comment_id,where_type,character_id,face_type,character_name,description,voice_id,start_time,end_time,pos_x,pos_y,change_face_time,change_face_type,event_id
10044002,53,190801,1,"花凜","將任務完成，\n並獲得獎勵吧！",2,"2020/11/02 16:00:00","2020/11/20 15:59:59",-416.5,0.0,3.099,2,10044
10044003,54,190801,1,"花凜","似乎有能夠\n領取的獎勵了，\n請確認看看。",3,"2020/11/02 16:00:00","2020/11/20 15:59:59",-416.5,0.0,2.801,2,10044
10044004,54,190801,2,"花凜","能夠領取獎勵了！\n請檢查看看",4,"2020/11/02 16:00:00","2020/11/20 15:59:59",-416.5,0.0,0.0,2,10044
10044005,57,190801,1,"花凜","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝",5,"2020/11/02 16:00:00","2020/11/20 15:59:59",-416.5,0.0,0.0,1,10044
10044006,55,190801,1,"花凜","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。",1,"2020/11/02 16:00:00","2020/11/20 15:59:59",-363.0,0.0,5.506,2,10044
10044007,55,190801,2,"花凜","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！",2,"2020/11/02 16:00:00","2020/11/20 15:59:59",-363.0,0.0,1.216,1,10044
10044008,56,190801,2,"花凜","辛苦了\n別忘記使用討伐證\n來進行交換哦！",3,"2020/11/02 16:00:00","2020/11/20 15:59:59",-363.0,0.0,1.539,1,10044
10044009,56,190801,2,"花凜","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！",4,"2020/11/02 16:00:00","2020/11/20 15:59:59",-363.0,0.0,1.875,1,10044
10044102,51,113101,4,"ルカ（サマー）","",111,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,14.15,5,10044
10044104,51,113301,5,"ナナカ（サマー）","",211,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,9.48,2,10044
10044106,51,113201,3,"アンナ（サマー）","",311,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,0.0,3,10044
10044107,51,105601,1,"流夏","",102,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,9.376,2,10044
10044108,51,113101,1,"ルカ（サマー）","",112,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,9.376,2,10044
10044109,51,101301,3,"七七香","",202,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,0.0,3,10044
10044110,51,113301,3,"ナナカ（サマー）","",212,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,0.0,3,10044
10044111,51,100901,4,"杏奈","",302,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,8.18,1,10044
10044112,51,113201,4,"アンナ（サマー）","",312,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,8.18,1,10044
10044113,51,105601,4,"流夏","",103,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,0.0,4,10044
10044114,51,113101,4,"ルカ（サマー）","",113,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,0.0,4,10044
10044115,51,101301,4,"七七香","",203,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,10.33,5,10044
10044116,51,113301,4,"ナナカ（サマー）","",213,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,10.33,5,10044
10044117,51,100901,4,"杏奈","",303,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,0.0,4,10044
10044118,51,113201,4,"アンナ（サマー）","",313,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,0.0,4,10044
10044119,52,105601,1,"流夏","",104,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,8.83,2,10044
10044120,52,113101,1,"ルカ（サマー）","",114,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,8.83,2,10044
10044121,52,101301,4,"七七香","",204,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,0.0,4,10044
10044122,52,113301,4,"ナナカ（サマー）","",214,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,0.0,4,10044
10044123,52,100901,1,"杏奈","",304,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,4.73,2,10044
10044124,52,113201,1,"アンナ（サマー）","",314,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,4.73,2,10044
10044125,52,105601,1,"流夏","",105,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,9.68,2,10044
10044126,52,113101,1,"ルカ（サマー）","",115,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,9.68,2,10044
10044127,52,101301,1,"七七香","",205,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,6.15,2,10044
10044128,52,113301,1,"ナナカ（サマー）","",215,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,6.15,2,10044
10044129,52,100901,1,"杏奈","",305,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,13.22,2,10044
10044130,52,113201,1,"アンナ（サマー）","",315,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,13.22,2,10044
10044131,52,105601,2,"流夏","",106,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,0.0,2,10044
10044132,52,113101,2,"ルカ（サマー）","",116,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,0.0,2,10044
10044133,52,101301,1,"七七香","",206,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,4.85,2,10044
10044134,52,113301,1,"ナナカ（サマー）","",216,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,4.85,2,10044
10044135,52,100901,1,"杏奈","",306,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,4.92,2,10044
10044136,52,113201,1,"アンナ（サマー）","",316,"2020/11/02 16:00:00","2020/11/20 15:59:59",-285.0,8.0,4.92,2,10044
10045001,53,190801,1,"花凜","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧",1,"2020/11/17 12:00:00","2020/11/27 15:59:59",-416.5,0.0,3.414,2,10045
10045002,53,190801,1,"花凜","將任務完成，\n並獲得獎勵吧！",2,"2020/11/17 12:00:00","2020/11/27 15:59:59",-416.5,0.0,3.099,2,10045
10045003,54,190801,1,"花凜","似乎有能夠\n領取的獎勵了，\n請確認看看。",3,"2020/11/17 12:00:00","2020/11/27 15:59:59",-416.5,0.0,2.801,2,10045
10045004,54,190801,2,"花凜","能夠領取獎勵了！\n請檢查看看",4,"2020/11/17 12:00:00","2020/11/27 15:59:59",-416.5,0.0,0.0,2,10045
10045005,57,190801,1,"花凜","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝",5,"2020/11/17 12:00:00","2020/11/27 15:59:59",-416.5,0.0,0.0,1,10045
10045006,55,190801,1,"花凜","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。",1,"2020/11/17 12:00:00","2020/11/27 15:59:59",-363.0,0.0,5.506,2,10045
10045007,55,190801,2,"花凜","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！",2,"2020/11/17 12:00:00","2020/11/27 15:59:59",-363.0,0.0,1.216,1,10045
10045008,56,190801,2,"花凜","辛苦了\n別忘記使用討伐證\n來進行交換哦！",3,"2020/11/17 12:00:00","2020/11/27 15:59:59",-363.0,0.0,1.539,1,10045
10045009,56,190801,2,"花凜","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！",4,"2020/11/17 12:00:00","2020/11/27 15:59:59",-363.0,0.0,1.875,1,10045
10045101,51,110501,4,"カオリ（サマー）","",101,"2020/11/17 12:00:00","2020/11/27 15:59:59",-285.0,0.0,9.1,1,10045
10045102,51,110401,4,"マコト（サマー）","",201,"2020/11/17 12:00:00","2020/11/27 15:59:59",-285.0,0.0,5.5,1,10045
10045103,51,110601,4,"マホ（サマー）","",301,"2020/11/17 12:00:00","2020/11/27 15:59:59",-285.0,0.0,9.7,5,10045
10045104,51,110501,6,"カオリ（サマー）","",102,"2020/11/17 12:00:00","2020/11/27 15:59:59",-285.0,0.0,8.5,1,10045
10045105,51,110401,5,"マコト（サマー）","",202,"2020/11/17 12:00:00","2020/11/27 15:59:59",-285.0,0.0,13.5,3,10045
10045106,51,110601,3,"マホ（サマー）","",302,"2020/11/17 12:00:00","2020/11/27 15:59:59",-285.0,0.0,3.8,5,10045
10045107,51,110501,1,"カオリ（サマー）","",103,"2020/11/17 12:00:00","2020/11/27 15:59:59",-285.0,0.0,4.4,2,10045
10045108,51,110401,1,"マコト（サマー）","",203,"2020/11/17 12:00:00","2020/11/27 15:59:59",-285.0,0.0,6.8,2,10045
10045109,51,110601,1,"マホ（サマー）","",303,"2020/11/17 12:00:00","2020/11/27 15:59:59",-285.0,0.0,8.5,2,10045
10045110,52,110501,1,"カオリ（サマー）","",104,"2020/11/17 12:00:00","2020/11/27 15:59:59",-285.0,0.0,4.6,2,10045
10045111,52,110401,1,"マコト（サマー）","",204,"2020/11/17 12:00:00","2020/11/27 15:59:59",-285.0,0.0,0.0,1,10045
10045112,52,110601,1,"マホ（サマー）","",304,"2020/11/17 12:00:00","2020/11/27 15:59:59",-285.0,0.0,13.3,2,10045
10045113,52,110501,1,"カオリ（サマー）","",105,"2020/11/17 12:00:00","2020/11/27 15:59:59",-285.0,0.0,8.4,2,10045
10045114,52,110401,1,"マコト（サマー）","",205,"2020/11/17 12:00:00","2020/11/27 15:59:59",-285.0,0.0,15.1,2,10045
10045115,52,110601,1,"マホ（サマー）","",305,"2020/11/17 12:00:00","2020/11/27 15:59:59",-285.0,0.0,12.5,2,10045
10045116,52,110501,1,"カオリ（サマー）","",106,"2020/11/17 12:00:00","2020/11/27 15:59:59",-285.0,0.0,6.5,2,10045
10045117,52,110401,1,"マコト（サマー）","",206,"2020/11/17 12:00:00","2020/11/27 15:59:59",-285.0,0.0,13.8,2,10045
10045118,52,110601,1,"マホ（サマー）","",306,"2020/11/17 12:00:00","2020/11/27 15:59:59",-285.0,0.0,13.3,5,10045
10046001,53,190801,1,"花凜","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧",1,"2020/07/31 12:00:00","2030/01/01 14:59:59",-416.5,0.0,3.414,2,10046
10046002,53,190801,1,"花凜","將任務完成，\n並獲得獎勵吧！",2,"2020/07/31 12:00:00","2030/01/01 14:59:59",-416.5,0.0,3.099,2,10046
10046003,54,190801,1,"花凜","似乎有能夠\n領取的獎勵了，\n請確認看看。",3,"2020/07/31 12:00:00","2030/01/01 14:59:59",-416.5,0.0,2.801,2,10046
10046004,54,190801,2,"花凜","能夠領取獎勵了！\n請檢查看看",4,"2020/07/31 12:00:00","2030/01/01 14:59:59",-416.5,0.0,0.0,2,10046
10046005,57,190801,1,"花凜","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝",5,"2020/07/31 12:00:00","2030/01/01 14:59:59",-416.5,0.0,0.0,1,10046
10046006,55,190801,1,"花凜","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。",1,"2020/07/31 12:00:00","2030/01/01 14:59:59",-363.0,0.0,5.506,2,10046
10046007,55,190801,2,"花凜","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！",2,"2020/07/31 12:00:00","2030/01/01 14:59:59",-363.0,0.0,1.216,1,10046
10046008,56,190801,2,"花凜","辛苦了\n別忘記使用討伐證\n來進行交換哦！",3,"2020/07/31 12:00:00","2030/01/01 14:59:59",-363.0,0.0,1.539,1,10046
10046009,56,190801,2,"花凜","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！",4,"2020/07/31 12:00:00","2030/01/01 14:59:59",-363.0,0.0,1.875,1,10046
10046101,51,101501,2,"ミサト","",101,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,6.0,5,10046
10046102,51,113501,2,"ミサト（サマー）","",111,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,6.0,5,10046
10046103,51,101201,1,"初音","",201,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,4.15,2,10046
10046104,51,113401,1,"ハツネ（サマー）","",211,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,4.15,2,10046
10046105,51,101501,4,"ミサト","",102,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,6.3,2,10046
10046106,51,113501,4,"ミサト（サマー）","",112,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,6.3,2,10046
10046107,51,101201,2,"初音","",202,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,7.43,1,10046
10046108,51,113401,2,"ハツネ（サマー）","",212,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,7.43,1,10046
10046109,51,101501,5,"ミサト","",103,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,10.4,2,10046
10046110,51,113501,5,"ミサト（サマー）","",113,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,10.4,2,10046
10046111,51,101201,1,"初音","",203,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,5.71,1,10046
10046112,51,113401,1,"ハツネ（サマー）","",213,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,5.71,1,10046
10046113,52,101501,1,"ミサト","",104,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,8.71,2,10046
10046114,52,113501,1,"ミサト（サマー）","",114,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,8.71,2,10046
10046115,52,101201,1,"初音","",204,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,4.2,2,10046
10046116,52,113401,1,"ハツネ（サマー）","",214,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,4.2,2,10046
10046117,52,101501,1,"ミサト","",105,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,7.5,1,10046
10046118,52,113501,1,"ミサト（サマー）","",115,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,7.5,1,10046
10046119,52,101201,5,"初音","",205,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,13.55,2,10046
10046120,52,113401,5,"ハツネ（サマー）","",215,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,13.55,2,10046
10046121,52,101501,1,"ミサト","",106,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,7.75,2,10046
10046122,52,113501,1,"ミサト（サマー）","",116,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,7.75,2,10046
10046123,52,101201,1,"初音","",206,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,4.36,2,10046
10046124,52,113401,1,"ハツネ（サマー）","",216,"2020/07/31 12:00:00","2030/01/01 14:59:59",-285.0,8.0,4.36,2,10046
10047001,53,190801,1,"花凜","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧",1,"2020/12/18 16:00:00","2020/12/27 15:59:59",-416.5,0.0,3.414,2,10047
10047002,53,190801,1,"花凜","將任務完成，\n並獲得獎勵吧！",2,"2020/12/18 16:00:00","2020/12/27 15:59:59",-416.5,0.0,3.099,2,10047
10047003,54,190801,1,"花凜","似乎有能夠\n領取的獎勵了，\n請確認看看。",3,"2020/12/18 16:00:00","2020/12/27 15:59:59",-416.5,0.0,2.801,2,10047
10047004,54,190801,2,"花凜","能夠領取獎勵了！\n請檢查看看",4,"2020/12/18 16:00:00","2020/12/27 15:59:59",-416.5,0.0,0.0,2,10047
10047005,57,190801,1,"花凜","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝",5,"2020/12/18 16:00:00","2020/12/27 15:59:59",-416.5,0.0,0.0,1,10047
10047006,55,190801,1,"花凜","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。",1,"2020/12/18 16:00:00","2020/12/27 15:59:59",-363.0,0.0,5.506,2,10047
10047007,55,190801,2,"花凜","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！",2,"2020/12/18 16:00:00","2020/12/27 15:59:59",-363.0,0.0,1.216,1,10047
10047008,56,190801,2,"花凜","辛苦了\n別忘記使用討伐證\n來進行交換哦！",3,"2020/12/18 16:00:00","2020/12/27 15:59:59",-363.0,0.0,1.539,1,10047
10047009,56,190801,2,"花凜","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！",4,"2020/12/18 16:00:00","2020/12/27 15:59:59",-363.0,0.0,1.875,1,10047
10047101,51,110701,1,"アオイ","",101,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,9.228,4,10047
10047102,51,110801,1,"クロエ","",201,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,10.38,5,10047
10047103,51,110901,2,"チエル","",301,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,10.151,1,10047
10047104,51,111001,1,"ユニ","",401,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,7.071,2,10047
10047105,51,110701,2,"アオイ","",102,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,0.0,2,10047
10047106,51,110801,1,"クロエ","",202,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,3.264,2,10047
10047107,51,110901,2,"チエル","",302,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,0.0,2,10047
10047108,51,111001,3,"ユニ","",402,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,8.081,2,10047
10047109,51,110701,1,"アオイ","",103,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,0.0,1,10047
10047110,51,110801,3,"クロエ","",203,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,2.853,1,10047
10047111,51,110901,1,"チエル","",303,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,3.148,2,10047
10047112,51,111001,1,"ユニ","",403,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,5.867,2,10047
10047113,52,110701,4,"アオイ","",104,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,4.129,5,10047
10047114,52,110801,1,"クロエ","",204,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,10.583,2,10047
10047115,52,110901,4,"チエル","",304,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,3.971,2,10047
10047116,52,111001,2,"ユニ","",404,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,10.532,5,10047
10047117,52,110701,2,"アオイ","",105,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,7.248,5,10047
10047118,52,110801,4,"クロエ","",205,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,6.184,6,10047
10047119,52,110901,2,"チエル","",305,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,0.0,2,10047
10047120,52,111001,1,"ユニ","",405,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,10.021,5,10047
10047121,52,110701,2,"アオイ","",106,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,4.473,5,10047
10047122,52,110801,1,"クロエ","",206,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,7.12,5,10047
10047123,52,110901,1,"チエル","",306,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,6.568,2,10047
10047124,52,111001,3,"ユニ","",406,"2020/12/18 16:00:00","2020/12/27 15:59:59",-285.0,0.0,6.825,2,10047
10048001,53,190801,1,"花凜","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧",1,"2020/12/28 16:00:00","2021/01/18 15:59:59",-416.5,0.0,3.414,2,10048
10048002,53,190801,1,"花凜","將任務完成，\n並獲得獎勵吧！",2,"2020/12/28 16:00:00","2021/01/18 15:59:59",-416.5,0.0,3.099,2,10048
10048003,54,190801,1,"花凜","似乎有能夠\n領取的獎勵了，\n請確認看看。",3,"2020/12/28 16:00:00","2021/01/18 15:59:59",-416.5,0.0,2.801,2,10048
10048004,54,190801,2,"花凜","能夠領取獎勵了！\n請檢查看看",4,"2020/12/28 16:00:00","2021/01/18 15:59:59",-416.5,0.0,0.0,2,10048
10048005,57,190801,1,"花凜","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝",5,"2020/12/28 16:00:00","2021/01/18 15:59:59",-416.5,0.0,0.0,1,10048
10048006,55,190801,1,"花凜","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。",1,"2020/12/28 16:00:00","2021/01/18 15:59:59",-363.0,0.0,5.506,2,10048
10048007,55,190801,2,"花凜","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！",2,"2020/12/28 16:00:00","2021/01/18 15:59:59",-363.0,0.0,1.216,1,10048
10048008,56,190801,2,"花凜","辛苦了\n別忘記使用討伐證\n來進行交換哦！",3,"2020/12/28 16:00:00","2021/01/18 15:59:59",-363.0,0.0,1.539,1,10048
10048009,56,190801,2,"花凜","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！",4,"2020/12/28 16:00:00","2021/01/18 15:59:59",-363.0,0.0,1.875,1,10048
10048101,51,113801,5,"ヨリ（エンジェル）","",101,"2020/12/28 16:00:00","2021/01/18 15:59:59",-285.0,8.0,12.962,4,10048
10048102,51,100601,5,"アカリ","",201,"2020/12/28 16:00:00","2021/01/18 15:59:59",-285.0,8.0,12.809,2,10048
10048104,51,113801,2,"見た目ヨリ・ボイスアカリ","",102,"2020/12/28 16:00:00","2021/01/18 15:59:59",-285.0,8.0,6.373,4,10048
10048105,51,113701,3,"見た目アカリ・ボイスヨリ","",202,"2020/12/28 16:00:00","2021/01/18 15:59:59",-285.0,8.0,8.829,4,10048
10048106,51,113801,2,"見た目ヨリ・ボイスアカリ","",103,"2020/12/28 16:00:00","2021/01/18 15:59:59",-285.0,8.0,10.557,6,10048
10048107,51,113701,1,"見た目アカリ・ボイスヨリ","",203,"2020/12/28 16:00:00","2021/01/18 15:59:59",-285.0,8.0,11.771,2,10048
10048108,51,113801,5,"ヨリ（エンジェル）","",104,"2020/12/28 16:00:00","2021/01/18 15:59:59",-285.0,8.0,8.735,2,10048
