id,mission_reward_id,reward_type,reward_id,reward_num
10185,20904121,8,91002,5000
10186,20904121,2,90005,150
10187,20904121,6,93001,900
10188,20904122,8,91002,5500
10189,20904122,2,90005,200
10190,20904122,6,93001,900
10191,20904123,8,91002,6000
10192,20904123,2,90005,250
10193,20904123,6,93001,900
10194,20904124,2,31096,20
10195,20904125,2,31096,30
10196,20904126,2,31096,40
10197,20904127,2,31096,60
10198,20904128,2,31096,115
10199,20904129,2,90005,1000
10200,20904130,2,31097,20
10201,20904131,2,31097,30
10202,20904132,2,31097,40
10203,20904133,2,31097,60
10204,20904134,2,31097,115
10205,20904135,2,31099,20
10206,20904136,2,31099,30
10207,20904137,2,31099,40
10208,20904138,2,31099,60
10209,20904139,2,31099,115
10210,20904140,2,31100,20
10211,20904141,2,31100,30
10212,20904142,2,31100,40
10213,20904143,2,31100,60
10214,20904144,2,31100,115
10215,20904145,8,91002,2500
10216,20904145,2,90005,50
10217,20904145,6,93001,500
10218,20904146,8,91002,3000
10219,20904146,2,90005,50
10220,20904146,6,93001,500
10221,20904147,8,91002,2500
10222,20904147,2,90005,75
10223,20904147,6,93001,500
10224,20904148,8,91002,3000
10225,20904148,2,90005,75
10226,20904148,6,93001,500
10227,20904149,8,91002,2500
10228,20904149,2,90005,100
10229,20904149,6,93001,500
10230,20904150,8,91002,3000
10231,20904150,2,90005,100
10232,20904150,6,93001,500
10233,20904151,8,91002,2500
10234,20904151,2,90005,125
10235,20904151,6,93001,500
10236,20904152,8,91002,3000
10237,20904152,2,90005,125
10238,20904152,6,93001,500
10239,20904153,8,91002,2500
10240,20904153,2,90005,150
10241,20904153,6,93001,500
10242,20904154,8,91002,3000
10243,20904154,2,90005,150
10244,20904154,6,93001,500
10245,20904155,8,91002,2500
10246,20904155,4,140001,30
10247,20904155,6,93001,500
10248,20904156,8,91002,3000
10249,20904156,4,140001,30
10250,20904156,6,93001,500
10251,20904157,8,91002,2500
10252,20904157,4,140001,35
10253,20904157,6,93001,500
10254,20904158,8,91002,3000
10255,20904158,4,140001,35
10256,20904158,6,93001,500
10257,20904159,8,91002,2500
10258,20904159,4,140001,40
10259,20904159,6,93001,500
10260,20904160,8,91002,3000
10261,20904160,4,140001,40
10262,20904160,6,93001,500
10263,20904161,8,91002,2500
10264,20904161,4,140001,45
10265,20904161,6,93001,500
10266,20904162,8,91002,3000
10267,20904162,4,140001,45
10268,20904162,6,93001,500
10269,20904163,8,91002,2500
10270,20904163,4,140001,50
10271,20904163,6,93001,500
10272,20904164,8,91002,3000
10273,20904164,4,140001,50
10274,20904164,6,93001,500
10275,20904165,2,31103,20
10276,20904166,2,31103,30
10277,20904167,2,31103,40
10278,20904168,2,31103,60
10279,20904169,2,31103,115
10280,20904170,2,31104,20
10281,20904171,2,31104,30
10282,20904172,2,31104,40
10283,20904173,2,31104,60
10284,20904174,2,31104,115
10285,20904175,8,91002,2500
10286,20904175,2,90005,50
10287,20904175,4,140001,30
10288,20904176,8,91002,3000
10289,20904176,2,90005,50
10290,20904176,4,140001,30
10291,20904177,8,91002,2500
10292,20904177,2,90005,75
10293,20904177,4,140001,35
10294,20904178,8,91002,3000
10295,20904178,2,90005,75
10296,20904178,4,140001,35
10297,20904179,8,91002,2500
10298,20904179,2,90005,100
10299,20904179,4,140001,40
10300,20904180,8,91002,3000
10301,20904180,2,90005,100
10302,20904180,4,140001,40
10303,20904181,8,91002,2500
10304,20904181,2,90005,125
10305,20904181,4,140001,45
10306,20904182,8,91002,3000
10307,20904182,2,90005,125
10308,20904182,4,140001,45
10309,20904183,8,91002,2500
10310,20904183,2,90005,150
10311,20904183,4,140001,50
10312,20904184,8,91002,3000
10313,20904184,2,90005,150
10314,20904184,4,140001,50
10315,20904185,2,31106,20
10316,20904186,2,31106,30
10317,20904187,2,31106,40
10318,20904188,2,31106,60
10319,20904189,2,31106,115
10320,20904190,2,31107,20
10321,20904191,2,31107,30
10322,20904192,2,31107,40
10323,20904193,2,31107,60
10324,20904194,2,31107,115
10325,20904195,2,31108,20
10326,20904196,2,31108,30
10327,20904197,2,31108,40
10328,20904198,2,31108,60
10329,20904199,2,31108,115
10330,20904200,8,91002,3000
10331,20904200,2,25001,30
10332,20904200,6,93001,600
10333,20904201,8,91002,3000
10334,20904201,2,90005,150
10335,20904201,6,93001,600
10336,20904202,2,31070,20
10337,20904202,2,97501,1
10338,20904203,2,31070,30
10339,20904203,2,97501,1
10340,20904204,2,97501,1
10341,20904205,2,31070,40
10342,20904205,2,97501,1
10343,20904206,2,97501,1
10344,20904207,2,31070,60
10345,20904207,2,97501,2
10346,20904208,2,97501,2
10347,20904209,2,31070,115
10348,20904209,2,97501,2
10349,20904210,2,97501,2
10350,20904211,2,90005,1000
10351,20904211,2,97501,2
