id,event_id,chara_index,dear_point,mission_detail,reward_type_1,reward_id_1,reward_count_1,reward_type_2,reward_id_2,reward_count_2,reward_type_3,reward_id_3,reward_count_3,reward_type_4,reward_id_4,reward_count_4,reward_type_5,reward_id_5,reward_count_5
1002911,10029,3,100,"讓信賴度達到100吧",12,94002,10000,0,0,0,0,0,0,0,0,0,0,0,0
1002912,10029,3,200,"讓信賴度達到200吧",12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1002913,10029,3,500,"讓信賴度達到500吧",8,91002,50,0,0,0,0,0,0,0,0,0,0,0,0
1002914,10029,3,800,"讓信賴度達到800吧",12,94002,50000,0,0,0,0,0,0,0,0,0,0,0,0
1002915,10029,3,1000,"讓信賴度達到MAX吧",8,91002,100,0,0,0,0,0,0,0,0,0,0,0,0
1003301,10033,1,100,"讓信賴度達到100吧",12,94002,10000,0,0,0,0,0,0,0,0,0,0,0,0
1003302,10033,1,200,"讓信賴度達到200吧",12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1003303,10033,1,500,"讓信賴度達到500吧",8,91002,50,0,0,0,0,0,0,0,0,0,0,0,0
1003304,10033,1,800,"讓信賴度達到800吧",12,94002,50000,0,0,0,0,0,0,0,0,0,0,0,0
1003305,10033,1,1000,"讓信賴度達到MAX吧",8,91002,100,0,0,0,0,0,0,0,0,0,0,0,0
1003306,10033,2,100,"讓信賴度達到100吧",12,94002,10000,0,0,0,0,0,0,0,0,0,0,0,0
1003307,10033,2,200,"讓信賴度達到200吧",12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1003308,10033,2,500,"讓信賴度達到500吧",8,91002,50,0,0,0,0,0,0,0,0,0,0,0,0
1003309,10033,2,800,"讓信賴度達到800吧",12,94002,50000,0,0,0,0,0,0,0,0,0,0,0,0
1003310,10033,2,1000,"讓信賴度達到MAX吧",8,91002,100,0,0,0,0,0,0,0,0,0,0,0,0
1003801,10038,1,100,"讓信賴度達到100吧",12,94002,10000,0,0,0,0,0,0,0,0,0,0,0,0
1003802,10038,1,200,"讓信賴度達到200吧",12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1003803,10038,1,500,"讓信賴度達到500吧",8,91002,50,0,0,0,0,0,0,0,0,0,0,0,0
1003804,10038,1,800,"讓信賴度達到800吧",12,94002,50000,0,0,0,0,0,0,0,0,0,0,0,0
1003805,10038,1,1000,"讓信賴度達到MAX吧",8,91002,100,0,0,0,0,0,0,0,0,0,0,0,0
1003806,10038,2,100,"讓信賴度達到100吧",12,94002,10000,0,0,0,0,0,0,0,0,0,0,0,0
1003807,10038,2,200,"讓信賴度達到200吧",12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1003808,10038,2,500,"讓信賴度達到500吧",8,91002,50,0,0,0,0,0,0,0,0,0,0,0,0
1003809,10038,2,800,"讓信賴度達到800吧",12,94002,50000,0,0,0,0,0,0,0,0,0,0,0,0
1003810,10038,2,1000,"讓信賴度達到MAX吧",8,91002,100,0,0,0,0,0,0,0,0,0,0,0,0
1003811,10038,3,100,"讓信賴度達到100吧",12,94002,10000,0,0,0,0,0,0,0,0,0,0,0,0
1003812,10038,3,200,"讓信賴度達到200吧",12,94002,25000,0,0,0,0,0,0,0,0,0,0,0,0
1003813,10038,3,500,"讓信賴度達到500吧",8,91002,50,0,0,0,0,0,0,0,0,0,0,0,0
1003814,10038,3,800,"讓信賴度達到800吧",12,94002,50000,0,0,0,0,0,0,0,0,0,0,0,0
1003815,10038,3,1000,"讓信賴度達到MAX吧",8,91002,100,0,0,0,0,0,0,0,0,0,0,0,0
1004001,10040,1,100,"讓信賴度達到100吧",12,94002,7500,0,0,0,0,0,0,0,0,0,0,0,0
1004002,10040,1,200,"讓信賴度達到200吧",12,94002,17500,0,0,0,0,0,0,0,0,0,0,0,0
1004003,10040,1,500,"讓信賴度達到500吧",8,91002,30,0,0,0,0,0,0,0,0,0,0,0,0
1004004,10040,1,800,"讓信賴度達到800吧",12,94002,40000,0,0,0,0,0,0,0,0,0,0,0,0
1004005,10040,1,1000,"讓信賴度達到MAX吧",8,91002,90,0,0,0,0,0,0,0,0,0,0,0,0
1004006,10040,2,100,"讓信賴度達到100吧",12,94002,7500,0,0,0,0,0,0,0,0,0,0,0,0
1004007,10040,2,200,"讓信賴度達到200吧",12,94002,17500,0,0,0,0,0,0,0,0,0,0,0,0
1004008,10040,2,500,"讓信賴度達到500吧",8,91002,30,0,0,0,0,0,0,0,0,0,0,0,0
1004009,10040,2,800,"讓信賴度達到800吧",12,94002,40000,0,0,0,0,0,0,0,0,0,0,0,0
1004010,10040,2,1000,"讓信賴度達到MAX吧",8,91002,90,0,0,0,0,0,0,0,0,0,0,0,0
1004011,10040,3,100,"讓信賴度達到100吧",12,94002,7500,0,0,0,0,0,0,0,0,0,0,0,0
1004012,10040,3,200,"讓信賴度達到200吧",12,94002,17500,0,0,0,0,0,0,0,0,0,0,0,0
1004013,10040,3,500,"讓信賴度達到500吧",8,91002,30,0,0,0,0,0,0,0,0,0,0,0,0
1004014,10040,3,800,"讓信賴度達到800吧",12,94002,40000,0,0,0,0,0,0,0,0,0,0,0,0
1004015,10040,3,1000,"讓信賴度達到MAX吧",8,91002,90,0,0,0,0,0,0,0,0,0,0,0,0
1004016,10040,4,100,"讓信賴度達到100吧",12,94002,7500,0,0,0,0,0,0,0,0,0,0,0,0
1004017,10040,4,200,"讓信賴度達到200吧",12,94002,17500,0,0,0,0,0,0,0,0,0,0,0,0
1004018,10040,4,500,"讓信賴度達到500吧",8,91002,30,0,0,0,0,0,0,0,0,0,0,0,0
1004019,10040,4,800,"讓信賴度達到800吧",12,94002,40000,0,0,0,0,0,0,0,0,0,0,0,0
1004020,10040,4,1000,"讓信賴度達到MAX吧",8,91002,90,0,0,0,0,0,0,0,0,0,0,0,0
1004201,10042,1,100,"讓信賴度達到100吧",12,94002,7500,0,0,0,0,0,0,0,0,0,0,0,0
1004202,10042,1,200,"讓信賴度達到200吧",12,94002,17500,0,0,0,0,0,0,0,0,0,0,0,0
1004203,10042,1,500,"讓信賴度達到500吧",8,91002,30,0,0,0,0,0,0,0,0,0,0,0,0
1004204,10042,1,800,"讓信賴度達到800吧",12,94002,40000,0,0,0,0,0,0,0,0,0,0,0,0
1004205,10042,1,1000,"讓信賴度達到MAX吧",8,91002,90,0,0,0,0,0,0,0,0,0,0,0,0
1004206,10042,2,100,"讓信賴度達到100吧",12,94002,7500,0,0,0,0,0,0,0,0,0,0,0,0
1004207,10042,2,200,"讓信賴度達到200吧",12,94002,17500,0,0,0,0,0,0,0,0,0,0,0,0
1004208,10042,2,500,"讓信賴度達到500吧",8,91002,30,0,0,0,0,0,0,0,0,0,0,0,0
1004209,10042,2,800,"讓信賴度達到800吧",12,94002,40000,0,0,0,0,0,0,0,0,0,0,0,0
1004210,10042,2,1000,"讓信賴度達到MAX吧",8,91002,90,0,0,0,0,0,0,0,0,0,0,0,0
1004211,10042,3,100,"讓信賴度達到100吧",12,94002,7500,0,0,0,0,0,0,0,0,0,0,0,0
1004212,10042,3,200,"讓信賴度達到200吧",12,94002,17500,0,0,0,0,0,0,0,0,0,0,0,0
1004213,10042,3,500,"讓信賴度達到500吧",8,91002,30,0,0,0,0,0,0,0,0,0,0,0,0
1004214,10042,3,800,"讓信賴度達到800吧",12,94002,40000,0,0,0,0,0,0,0,0,0,0,0,0
1004215,10042,3,1000,"讓信賴度達到MAX吧",8,91002,90,0,0,0,0,0,0,0,0,0,0,0,0
1004216,10042,4,100,"讓信賴度達到100吧",12,94002,7500,0,0,0,0,0,0,0,0,0,0,0,0
1004217,10042,4,200,"讓信賴度達到200吧",12,94002,17500,0,0,0,0,0,0,0,0,0,0,0,0
1004218,10042,4,500,"讓信賴度達到500吧",8,91002,30,0,0,0,0,0,0,0,0,0,0,0,0
1004219,10042,4,800,"讓信賴度達到800吧",12,94002,40000,0,0,0,0,0,0,0,0,0,0,0,0
1004220,10042,4,1000,"讓信賴度達到MAX吧",8,91002,90,0,0,0,0,0,0,0,0,0,0,0,0
1004221,10042,5,100,"讓信賴度達到100吧",12,94002,7500,0,0,0,0,0,0,0,0,0,0,0,0
1004222,10042,5,200,"讓信賴度達到200吧",12,94002,17500,0,0,0,0,0,0,0,0,0,0,0,0
1004223,10042,5,500,"讓信賴度達到500吧",8,91002,30,0,0,0,0,0,0,0,0,0,0,0,0
1004224,10042,5,800,"讓信賴度達到800吧",12,94002,40000,0,0,0,0,0,0,0,0,0,0,0,0
1004225,10042,5,1000,"讓信賴度達到MAX吧",8,91002,90,0,0,0,0,0,0,0,0,0,0,0,0
