id,story_id,seq_num,type,line_num,start_pos,end_pos,seek_time,sheet_name,cue_name,command,command_param
100580207,1005802,7,2,0,0,0,0.0,vo_ske,vo_ske_0202,0,0.0
100580208,1005802,8,1,2,0,249,1.057,0,0,0,0.0
100580209,1005802,9,4,0,0,0,0.0,0,0,1,1.962
100580210,1005802,10,1,2,249,367,1.166,0,0,0,0.0
100580211,1005802,11,4,0,0,0,0.0,0,0,1,1.747
100580212,1005802,12,1,3,0,78,1.216,0,0,0,0.0
100580213,1005802,13,4,0,0,0,0.0,0,0,1,1.216
100580214,1005802,14,1,3,78,389,1.868,0,0,0,0.0
100580215,1005802,15,4,0,0,0,0.0,0,0,1,3.78
100580216,1005802,16,2,0,0,0,0.0,vo_ske,vo_ske_0203,0,0.0
100580217,1005802,17,1,4,0,252,0.655,0,0,0,0.0
100580218,1005802,18,4,0,0,0,0.0,0,0,1,1.632
100580219,1005802,19,1,4,252,366,1.586,0,0,0,0.0
100580220,1005802,20,4,0,0,0,0.0,0,0,1,2.357
100580221,1005802,21,1,4,366,366,0.386,0,0,0,0.0
100580222,1005802,22,4,0,0,0,0.0,0,0,1,0.386
100580223,1005802,23,1,5,0,0,0.872,0,0,0,0.0
100580224,1005802,24,4,0,0,0,0.0,0,0,1,3.189
100580225,1005802,25,2,0,0,0,0.0,vo_ske,vo_ske_0204,0,0.0
100580226,1005802,26,1,5,0,137,1.065,0,0,0,0.0
100580227,1005802,27,4,0,0,0,0.0,0,0,1,1.882
100580228,1005802,28,1,5,137,400,0.888,0,0,0,0.0
100580229,1005802,29,4,0,0,0,0.0,0,0,1,0.888
100580230,1005802,30,1,6,0,0,0.607,0,0,0,0.0
100580231,1005802,31,4,0,0,0,0.0,0,0,1,1.21
100580232,1005802,32,1,6,0,53,0.933,0,0,0,0.0
100580233,1005802,33,4,0,0,0,0.0,0,0,1,2.332
100580234,1005802,34,1,6,53,360,1.649,0,0,0,0.0
100580235,1005802,35,4,0,0,0,0.0,0,0,1,4.223
100580236,1005802,36,2,0,0,0,0.0,vo_ske,vo_ske_0205,0,0.0
100580237,1005802,37,1,7,0,81,0.349,0,0,0,0.0
100580238,1005802,38,4,0,0,0,0.0,0,0,1,1.46
100580239,1005802,39,1,7,81,350,1.532,0,0,0,0.0
100580240,1005802,40,4,0,0,0,0.0,0,0,1,2.11
100580241,1005802,41,1,7,350,350,0.341,0,0,0,0.0
100580242,1005802,42,4,0,0,0,0.0,0,0,1,0.341
100580243,1005802,43,1,8,0,0,1.202,0,0,0,0.0
100580244,1005802,44,4,0,0,0,0.0,0,0,1,3.101
100580245,1005802,45,2,0,0,0,0.0,vo_ske,vo_ske_0206,0,0.0
100580246,1005802,46,1,8,0,49,0.706,0,0,0,0.0
100580247,1005802,47,4,0,0,0,0.0,0,0,1,1.796
100580248,1005802,48,1,8,49,377,1.854,0,0,0,0.0
100580249,1005802,49,4,0,0,0,0.0,0,0,1,2.709
100580250,1005802,50,1,9,0,55,1.202,0,0,0,0.0
100580251,1005802,51,4,0,0,0,0.0,0,0,1,3.52
100580252,1005802,52,2,0,0,0,0.0,vo_ske,vo_ske_0207,0,0.0
100580253,1005802,53,1,9,55,100,0.754,0,0,0,0.0
100580254,1005802,54,4,0,0,0,0.0,0,0,1,1.291
100580255,1005802,55,1,9,100,350,0.505,0,0,0,0.0
100580256,1005802,56,4,0,0,0,0.0,0,0,1,2.624
100580257,1005802,57,2,0,0,0,0.0,vo_ske,vo_ske_0208,0,0.0
100580258,1005802,58,1,10,0,220,1.061,0,0,0,0.0
100580259,1005802,59,4,0,0,0,0.0,0,0,1,1.6
100580260,1005802,60,1,10,220,380,1.645,0,0,0,0.0
100580261,1005802,61,4,0,0,0,0.0,0,0,1,2.3
100580262,1005802,62,1,11,0,240,1.616,0,0,0,0.0
100580263,1005802,63,4,0,0,0,0.0,0,0,1,3.913
100580264,1005802,64,2,0,0,0,0.0,vo_ske,vo_ske_0209,0,0.0
100580265,1005802,65,1,12,0,128,1.258,0,0,0,0.0
100580266,1005802,66,4,0,0,0,0.0,0,0,1,3.579
100580267,1005802,67,2,0,0,0,0.0,vo_ske,vo_ske_0210,0,0.0
100580268,1005802,68,1,13,0,280,1.496,0,0,0,0.0
100580269,1005802,69,4,0,0,0,0.0,0,0,1,3.996
100580301,1005803,1,4,0,0,0,0.0,0,0,1,0.8
100580302,1005803,2,2,0,0,0,0.0,vo_ske,vo_ske_0301,0,0.0
100580303,1005803,3,1,1,0,160,1.797,0,0,0,0.0
100580304,1005803,4,4,0,0,0,0.0,0,0,1,2.514
100580305,1005803,5,1,1,160,339,0.612,0,0,0,0.0
100580306,1005803,6,4,0,0,0,0.0,0,0,1,0.612
100580307,1005803,7,1,2,0,163,0.464,0,0,0,0.0
100580308,1005803,8,4,0,0,0,0.0,0,0,1,0.889
100580309,1005803,9,1,2,163,163,1.164,0,0,0,0.0
100580310,1005803,10,4,0,0,0,0.0,0,0,1,2.59
100580311,1005803,11,2,0,0,0,0.0,vo_ske,vo_ske_0302,0,0.0
100580312,1005803,12,1,2,163,421,1.185,0,0,0,0.0
100580313,1005803,13,4,0,0,0,0.0,0,0,1,1.185
100580314,1005803,14,1,3,0,0,0.952,0,0,0,0.0
100580315,1005803,15,4,0,0,0,0.0,0,0,1,1.747
100580316,1005803,16,1,3,0,295,0.961,0,0,0,0.0
100580317,1005803,17,4,0,0,0,0.0,0,0,1,2.398
100580318,1005803,18,2,0,0,0,0.0,vo_ske,vo_ske_0303,0,0.0
100580319,1005803,19,1,4,0,150,1.401,0,0,0,0.0
100580320,1005803,20,4,0,0,0,0.0,0,0,1,1.935
100580321,1005803,21,1,4,150,356,1.288,0,0,0,0.0
100580322,1005803,22,4,0,0,0,0.0,0,0,1,2.418
100580323,1005803,23,2,0,0,0,0.0,vo_ske,vo_ske_0304,0,0.0
100580324,1005803,24,1,5,0,0,0.619,0,0,0,0.0
100580325,1005803,25,4,0,0,0,0.0,0,0,1,1.407
100580326,1005803,26,1,5,0,0,2.1,0,0,0,0.0
100580327,1005803,27,4,0,0,0,0.0,0,0,1,4.561
100580328,1005803,28,2,0,0,0,0.0,vo_ske,vo_ske_0305,0,0.0
100580329,1005803,29,1,5,0,318,2.309,0,0,0,0.0
100580330,1005803,30,4,0,0,0,0.0,0,0,1,3.378
100580331,1005803,31,1,6,0,101,0.664,0,0,0,0.0
100580332,1005803,32,4,0,0,0,0.0,0,0,1,1.555
100580333,1005803,33,1,6,101,366,1.706,0,0,0,0.0
100580334,1005803,34,4,0,0,0,0.0,0,0,1,4.399
100580335,1005803,35,2,0,0,0,0.0,vo_ske,vo_ske_0306,0,0.0
100580336,1005803,36,1,7,0,209,2.137,0,0,0,0.0
100580337,1005803,37,4,0,0,0,0.0,0,0,1,3.014
100580338,1005803,38,1,7,209,382,0.788,0,0,0,0.0
100580339,1005803,39,4,0,0,0,0.0,0,0,1,2.288
100580340,1005803,40,2,0,0,0,0.0,vo_ske,vo_ske_0307,0,0.0
100580341,1005803,41,1,8,0,290,2.054,0,0,0,0.0
100580342,1005803,42,4,0,0,0,0.0,0,0,1,2.931
100580343,1005803,43,1,8,290,410,0.801,0,0,0,0.0
100580344,1005803,44,4,0,0,0,0.0,0,0,1,1.48
100580345,1005803,45,1,9,0,347,2.75,0,0,0,0.0
100580346,1005803,46,4,0,0,0,0.0,0,0,1,5.052
100580347,1005803,47,2,0,0,0,0.0,vo_ske,vo_ske_0308,0,0.0
100580348,1005803,48,1,10,0,60,0.527,0,0,0,0.0
100580349,1005803,49,4,0,0,0,0.0,0,0,1,1.38
100580350,1005803,50,1,10,60,230,1.473,0,0,0,0.0
100580351,1005803,51,4,0,0,0,0.0,0,0,1,1.759
100580352,1005803,52,1,10,230,354,0.68,0,0,0,0.0
100580353,1005803,53,4,0,0,0,0.0,0,0,1,1.838
100580354,1005803,54,2,0,0,0,0.0,vo_ske,vo_ske_0309,0,0.0
100580355,1005803,55,1,11,0,71,0.477,0,0,0,0.0
100580356,1005803,56,4,0,0,0,0.0,0,0,1,1.108
100580357,1005803,57,1,11,71,323,2.144,0,0,0,0.0
100580358,1005803,58,4,0,0,0,0.0,0,0,1,3.802
100580359,1005803,59,2,0,0,0,0.0,vo_ske,vo_ske_0310,0,0.0
100580360,1005803,60,1,12,0,93,1.251,0,0,0,0.0
100580361,1005803,61,4,0,0,0,0.0,0,0,1,2.672
100580362,1005803,62,1,12,93,247,0.65,0,0,0,0.0
100580363,1005803,63,4,0,0,0,0.0,0,0,1,1.349
100580364,1005803,64,1,12,247,375,0.589,0,0,0,0.0
100580365,1005803,65,4,0,0,0,0.0,0,0,1,3.089
100580401,1005804,1,4,0,0,0,0.0,0,0,1,0.8
100580402,1005804,2,2,0,0,0,0.0,vo_ske,vo_ske_0401,0,0.0
100580403,1005804,3,1,1,0,186,1.769,0,0,0,0.0
100580404,1005804,4,4,0,0,0,0.0,0,0,1,3.723
100580405,1005804,5,2,0,0,0,0.0,vo_ske,vo_ske_0402,0,0.0
100580406,1005804,6,1,2,0,106,0.818,0,0,0,0.0
100580407,1005804,7,4,0,0,0,0.0,0,0,1,1.553
100580408,1005804,8,1,2,106,258,1.87,0,0,0,0.0
100580409,1005804,9,4,0,0,0,0.0,0,0,1,2.537
100580410,1005804,10,1,2,258,410,0.487,0,0,0,0.0
100580411,1005804,11,4,0,0,0,0.0,0,0,1,0.487
100580412,1005804,12,1,3,0,77,0.822,0,0,0,0.0
100580413,1005804,13,4,0,0,0,0.0,0,0,1,2.459
100580414,1005804,14,1,3,77,400,1.696,0,0,0,0.0
100580415,1005804,15,4,0,0,0,0.0,0,0,1,2.551
100580416,1005804,16,1,3,400,400,0.688,0,0,0,0.0
100580417,1005804,17,4,0,0,0,0.0,0,0,1,1.121
100580418,1005804,18,1,4,0,0,1.807,0,0,0,0.0
100580419,1005804,19,4,0,0,0,0.0,0,0,1,4.87
100580420,1005804,20,2,0,0,0,0.0,vo_ske,vo_ske_0403,0,0.0
100580421,1005804,21,1,4,0,93,0.78,0,0,0,0.0
100580422,1005804,22,4,0,0,0,0.0,0,0,1,2.288
100580423,1005804,23,1,4,93,324,1.497,0,0,0,0.0
100580424,1005804,24,4,0,0,0,0.0,0,0,1,3.177
100580425,1005804,25,2,0,0,0,0.0,vo_ske,vo_ske_0404,0,0.0
100580426,1005804,26,1,5,0,114,0.729,0,0,0,0.0
100580427,1005804,27,4,0,0,0,0.0,0,0,1,1.799
100580428,1005804,28,1,5,114,192,0.823,0,0,0,0.0
100580429,1005804,29,4,0,0,0,0.0,0,0,1,1.447
100580430,1005804,30,1,5,192,287,0.982,0,0,0,0.0
100580431,1005804,31,4,0,0,0,0.0,0,0,1,1.587
100580432,1005804,32,1,5,287,430,0.639,0,0,0,0.0
100580433,1005804,33,4,0,0,0,0.0,0,0,1,0.639
100580434,1005804,34,1,6,0,0,1.712,0,0,0,0.0
100580435,1005804,35,4,0,0,0,0.0,0,0,1,3.735
100580436,1005804,36,2,0,0,0,0.0,vo_ske,vo_ske_0405,0,0.0
100580437,1005804,37,1,6,0,201,0.793,0,0,0,0.0
100580438,1005804,38,4,0,0,0,0.0,0,0,1,2.073
100580439,1005804,39,1,6,201,201,0.405,0,0,0,0.0
100580440,1005804,40,4,0,0,0,0.0,0,0,1,1.081
100580441,1005804,41,1,6,201,293,0.962,0,0,0,0.0
100580442,1005804,42,4,0,0,0,0.0,0,0,1,3.994
100580443,1005804,43,2,0,0,0,0.0,vo_ske,vo_ske_0406,0,0.0
100580444,1005804,44,1,7,0,259,0.869,0,0,0,0.0
100580445,1005804,45,4,0,0,0,0.0,0,0,1,2.298
100580446,1005804,46,2,0,0,0,0.0,vo_ske,vo_ske_0407,0,0.0
100580447,1005804,47,1,7,259,389,1.07,0,0,0,0.0
100580448,1005804,48,4,0,0,0,0.0,0,0,1,2.401
100580449,1005804,49,2,0,0,0,0.0,vo_ske,vo_ske_0408,0,0.0
100580450,1005804,50,1,8,0,167,0.939,0,0,0,0.0
100580451,1005804,51,4,0,0,0,0.0,0,0,1,0.939
100580452,1005804,52,1,8,167,167,0.816,0,0,0,0.0
100580453,1005804,53,4,0,0,0,0.0,0,0,1,2.428
100580454,1005804,54,2,0,0,0,0.0,vo_ske,vo_ske_0409,0,0.0
100580455,1005804,55,1,8,167,211,0.626,0,0,0,0.0
100580456,1005804,56,4,0,0,0,0.0,0,0,1,1.776
100580457,1005804,57,1,8,211,390,1.439,0,0,0,0.0
100580458,1005804,58,4,0,0,0,0.0,0,0,1,1.439
100580459,1005804,59,1,9,0,60,0.447,0,0,0,0.0
100580460,1005804,60,4,0,0,0,0.0,0,0,1,2.012
100580461,1005804,61,2,0,0,0,0.0,vo_ske,vo_ske_0410,0,0.0
100580462,1005804,62,1,9,60,155,0.504,0,0,0,0.0
100580463,1005804,63,4,0,0,0,0.0,0,0,1,1.659
100580464,1005804,64,1,9,155,335,0.488,0,0,0,0.0
100580465,1005804,65,4,0,0,0,0.0,0,0,1,3.099
100580466,1005804,66,2,0,0,0,0.0,vo_ske,vo_ske_0411,0,0.0
100580467,1005804,67,1,10,0,93,0.743,0,0,0,0.0
100580468,1005804,68,4,0,0,0,0.0,0,0,1,1.683
100580469,1005804,69,1,10,93,319,2.16,0,0,0,0.0
100580470,1005804,70,4,0,0,0,0.0,0,0,1,3.689
100580471,1005804,71,1,11,0,284,1.846,0,0,0,0.0
100580472,1005804,72,4,0,0,0,0.0,0,0,1,4.239
100580473,1005804,73,2,0,0,0,0.0,vo_ske,vo_ske_0412,0,0.0
100580474,1005804,74,1,12,0,90,0.584,0,0,0,0.0
100580475,1005804,75,4,0,0,0,0.0,0,0,1,1.837
100580476,1005804,76,1,12,90,330,1.393,0,0,0,0.0
100580477,1005804,77,4,0,0,0,0.0,0,0,1,3.893
100580501,1005805,1,4,0,0,0,0.0,0,0,1,0.8
100580502,1005805,2,2,0,0,0,0.0,vo_ske,vo_ske_0501,0,0.0
100580503,1005805,3,1,1,0,136,1.013,0,0,0,0.0
100580504,1005805,4,4,0,0,0,0.0,0,0,1,1.598
100580505,1005805,5,1,1,136,399,1.062,0,0,0,0.0
100580506,1005805,6,4,0,0,0,0.0,0,0,1,2.428
100580507,1005805,7,2,0,0,0,0.0,vo_ske,vo_ske_0502,0,0.0
100580508,1005805,8,1,2,0,137,1.244,0,0,0,0.0
100580509,1005805,9,4,0,0,0,0.0,0,0,1,1.839
100580510,1005805,10,1,2,137,357,1.989,0,0,0,0.0
100580511,1005805,11,4,0,0,0,0.0,0,0,1,3.898
100580512,1005805,12,2,0,0,0,0.0,vo_ske,vo_ske_0503,0,0.0
100580513,1005805,13,1,3,0,220,1.43,0,0,0,0.0
100580514,1005805,14,4,0,0,0,0.0,0,0,1,1.915
100580515,1005805,15,1,3,220,365,0.906,0,0,0,0.0
100580516,1005805,16,4,0,0,0,0.0,0,0,1,2.75
100580517,1005805,17,2,0,0,0,0.0,vo_ske,vo_ske_0504,0,0.0
100580518,1005805,18,1,4,0,100,1.11,0,0,0,0.0
100580519,1005805,19,4,0,0,0,0.0,0,0,1,1.656
100580520,1005805,20,1,4,100,320,1.445,0,0,0,0.0
100580521,1005805,21,4,0,0,0,0.0,0,0,1,1.899
100580522,1005805,22,1,4,320,408,0.574,0,0,0,0.0
100580523,1005805,23,4,0,0,0,0.0,0,0,1,2.491
100580524,1005805,24,2,0,0,0,0.0,vo_ske,vo_ske_0505,0,0.0
100580525,1005805,25,1,5,0,167,1.192,0,0,0,0.0
100580526,1005805,26,4,0,0,0,0.0,0,0,1,1.943
100580527,1005805,27,1,5,167,316,0.864,0,0,0,0.0
100580528,1005805,28,4,0,0,0,0.0,0,0,1,1.47
100580529,1005805,29,1,5,316,376,0.713,0,0,0,0.0
100580530,1005805,30,4,0,0,0,0.0,0,0,1,3.073
100580531,1005805,31,2,0,0,0,0.0,vo_ske,vo_ske_0506,0,0.0
100580532,1005805,32,1,6,0,139,1.159,0,0,0,0.0
100580533,1005805,33,4,0,0,0,0.0,0,0,1,1.779
100580534,1005805,34,1,6,139,391,1.634,0,0,0,0.0
100580535,1005805,35,4,0,0,0,0.0,0,0,1,5.206
100580536,1005805,36,2,0,0,0,0.0,vo_ske,vo_ske_0507,0,0.0
100580537,1005805,37,1,7,0,202,1.363,0,0,0,0.0
100580538,1005805,38,4,0,0,0,0.0,0,0,1,2.334
100580539,1005805,39,1,7,202,343,1.128,0,0,0,0.0
100580540,1005805,40,4,0,0,0,0.0,0,0,1,3.267
100580541,1005805,41,2,0,0,0,0.0,vo_ske,vo_ske_0508,0,0.0
100580542,1005805,42,1,8,0,319,2.341,0,0,0,0.0
100580543,1005805,43,4,0,0,0,0.0,0,0,1,3.817
100580544,1005805,44,1,8,319,413,0.614,0,0,0,0.0
100580545,1005805,45,4,0,0,0,0.0,0,0,1,1.798
100580546,1005805,46,1,9,0,286,1.942,0,0,0,0.0
100580547,1005805,47,4,0,0,0,0.0,0,0,1,4.447
100580548,1005805,48,2,0,0,0,0.0,vo_ske,vo_ske_0509,0,0.0
100580549,1005805,49,1,10,0,95,0.441,0,0,0,0.0
100580550,1005805,50,4,0,0,0,0.0,0,0,1,1.691
100580551,1005805,51,1,10,95,382,2.177,0,0,0,0.0
100580552,1005805,52,4,0,0,0,0.0,0,0,1,4.215
100580553,1005805,53,2,0,0,0,0.0,vo_ske,vo_ske_0510,0,0.0
100580554,1005805,54,1,11,0,154,1.116,0,0,0,0.0
100580555,1005805,55,4,0,0,0,0.0,0,0,1,2.252
100580556,1005805,56,1,11,154,380,2.025,0,0,0,0.0
100580557,1005805,57,4,0,0,0,0.0,0,0,1,4.486
100580558,1005805,58,2,0,0,0,0.0,vo_ske,vo_ske_0511,0,0.0
100580559,1005805,59,1,12,0,93,0.473,0,0,0,0.0
100580560,1005805,60,4,0,0,0,0.0,0,0,1,1.015
100580561,1005805,61,1,12,93,164,0.759,0,0,0,0.0
100580562,1005805,62,4,0,0,0,0.0,0,0,1,2.172
100580563,1005805,63,1,13,0,362,2.606,0,0,0,0.0
100580564,1005805,64,4,0,0,0,0.0,0,0,1,5.313
100580565,1005805,65,2,0,0,0,0.0,vo_ske,vo_ske_0512,0,0.0
100580566,1005805,66,1,14,0,113,1.072,0,0,0,0.0
100580567,1005805,67,4,0,0,0,0.0,0,0,1,2.416
100580568,1005805,68,1,14,113,362,1.331,0,0,0,0.0
100580569,1005805,69,4,0,0,0,0.0,0,0,1,3.831
