story_group_id,story_type,value,title,thumbnail_id,disp_order,start_time,end_time,order,condition_free_flag,gojuon_order
1057,1,1057,"吉塔",0,31,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,210111
1058,1,1058,"貪吃佩可",0,50,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,541411
1059,1,1059,"可可蘿",0,28,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,143211
1060,1,1060,"凱留",0,19,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,117011
1061,1,1061,"矛依未",0,65,"2019/07/01 16:00:00","2030/12/17 14:59:59",0,0,620111
1063,1,1063,"亞里莎",0,7,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,8121
1065,1,1065,"嘉夜",0,18,"2020/03/19 16:00:00","2030/12/17 14:59:59",0,0,107011
1066,1,1066,"祈梨",0,11,"2020/09/16 16:00:00","2030/12/17 14:59:59",0,0,14411
1070,1,1070,"似似花",0,46,"2020/01/21 16:00:00","2030/12/17 14:59:59",0,0,434311
1071,1,1071,"克莉絲提娜",0,23,"2019/02/01 12:00:00","2030/12/17 14:59:59",0,0,128111
1075,1,1075,"貪吃佩可（夏日）",0,1000,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,541412
1076,1,1076,"可可蘿（夏日）",0,1001,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,143212
1077,1,1077,"鈴莓（夏日）",0,1002,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0,222222
1078,1,1078,"凱留（夏日）",0,1003,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0,117012
1079,1,1079,"珠希（夏日）",0,1005,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0,306012
1080,1,1080,"美冬（夏日）",0,1004,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0,615212
1081,1,1081,"忍（萬聖節）",0,1006,"2019/02/13 16:00:00","2030/12/17 14:59:59",0,0,214412
1082,1,1082,"宮子（萬聖節）",0,1007,"2019/03/06 16:00:00","2030/12/17 14:59:59",0,0,617012
1083,1,1083,"美咲（萬聖節）",0,1008,"2019/02/27 16:00:00","2030/12/17 14:59:59",0,0,612012
1084,1,1084,"千歌（聖誕節）",0,1009,"2019/04/03 16:00:00","2030/12/17 14:59:59",0,0,311012
1085,1,1085,"胡桃（聖誕節）",0,1010,"2019/05/02 16:00:00","2030/12/17 14:59:59",0,0,128212
1086,1,1086,"綾音（聖誕節）",0,1011,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0,6412
1087,1,1087,"日和（新年）",0,1012,"2019/06/03 16:00:00","2030/12/17 14:59:59",0,0,517412
1088,1,1088,"優衣（新年）",0,1013,"2019/05/07 16:00:00","2030/12/17 14:59:59",0,0,720112
1089,1,1089,"怜（新年）",0,1014,"2019/06/03 16:00:00","2030/12/17 14:59:59",0,0,830112
1090,1,1090,"惠理子（情人節）",0,1015,"2019/07/01 16:00:00","2030/12/17 14:59:59",0,0,38112
1091,1,1091,"靜流（情人節）",0,1016,"2019/06/17 16:00:00","2030/12/17 14:59:59",0,0,212212
1092,1,1092,"安",0,8,"2019/08/01 16:00:00","2030/12/17 14:59:59",0,0,9411
1093,1,1093,"露",0,1017,"2019/08/01 16:00:00","2030/12/17 14:59:59",0,0,820211
1094,1,1094,"古蕾婭",0,25,"2019/08/15 16:00:00","2030/12/17 14:59:59",0,0,128311
1095,1,1095,"空花（大江戶）",0,22,"2019/09/02 16:00:00","2030/12/17 14:59:59",0,0,120212
1096,1,1096,"妮諾（大江戶）",0,45,"2019/09/20 16:00:00","2030/12/17 14:59:59",0,0,414412
1097,1,1097,"雷姆",0,1018,"2019/10/01 16:00:00","2030/12/17 14:59:59",0,0,836211
1098,1,1098,"拉姆",0,1019,"2019/10/01 16:00:00","2030/12/17 14:59:59",0,0,806211
1099,1,1099,"愛蜜莉雅",0,1020,"2019/10/18 16:00:00","2030/12/17 14:59:59",0,0,36211
1100,1,1100,"鈴奈（夏日）",0,1021,"2019/11/01 16:00:00","2030/12/17 14:59:59",0,0,222212
1101,1,1101,"伊緒（夏日）",0,1022,"2019/11/01 16:00:00","2030/12/17 14:59:59",0,0,10412
1103,1,1103,"咲戀（夏日）",0,1023,"2019/11/19 16:00:00","2030/12/17 14:59:59",0,0,208312
1104,1,1104,"真琴（夏日）",0,1024,"2019/12/02 16:00:00","2030/12/17 14:59:59",0,0,601412
1105,1,1105,"香織（夏日）",0,1025,"2019/12/02 16:00:00","2030/12/17 14:59:59",0,0,100412
1106,1,1106,"真步（夏日）",0,1026,"2019/12/16 16:00:00","2030/12/17 14:59:59",0,0,605412
1107,1,1107,"碧（插班生）",0,2,"2020/01/02 16:00:00","2030/12/17 14:59:59",0,0,412
1108,1,1108,"克蘿依",0,26,"2020/01/10 16:00:00","2030/12/17 14:59:59",0,0,128411
1109,1,1109,"琪愛兒",0,39,"2020/07/20 16:00:00","2030/12/17 14:59:59",0,0,310311
1110,1,1110,"優妮",0,71,"2020/07/02 16:00:00","2030/12/17 14:59:59",0,0,724111
1111,1,1111,"鏡華（萬聖節）",0,1027,"2020/02/04 16:00:00","2030/12/17 14:59:59",0,0,117412
1112,1,1112,"禊（萬聖節）",0,1028,"2020/02/04 16:00:00","2030/12/17 14:59:59",0,0,612412
1113,1,1113,"美美（萬聖節）",0,63,"2020/02/19 16:00:00","2030/12/17 14:59:59",0,0,616112
1114,1,1114,"露娜",0,79,"2020/03/04 16:00:00","2030/12/17 14:59:59",0,0,824011
1115,1,1115,"克莉絲提娜（聖誕節）",0,1029,"2020/04/01 16:00:00","2030/12/17 14:59:59",0,0,128112
1116,1,1116,"望（聖誕節）",0,1030,"2020/04/01 16:00:00","2030/12/17 14:59:59",0,0,442412
1117,1,1117,"伊莉亞（聖誕節）",0,13,"2020/04/22 16:00:00","2030/12/17 14:59:59",0,0,17112
1119,1,1119,"可可蘿（新年）",0,1033,"2020/05/22 16:00:00","2030/12/17 14:59:59",0,0,143213
1120,1,1120,"凱留（新年）",0,1031,"2020/05/05 16:00:00","2030/12/17 14:59:59",0,0,117013
1121,1,1121,"鈴莓（新年）",0,1032,"2020/05/05 16:00:00","2030/12/17 14:59:59",0,0,222223
1122,1,1122,"霞（魔法少女）",0,17,"2020/06/03 16:00:00","2030/12/17 14:59:59",0,0,102212
1123,1,1123,"栞（魔法少女）",0,1034,"2020/06/03 16:00:00","2030/12/17 14:59:59",0,0,210412
1124,1,1124,"卯月（NGs）",0,1035,"2020/09/30 16:00:00","2030/12/17 14:59:59",0,0,23211
1125,1,1125,"凜（NGs）",0,1037,"2020/10/13 16:00:00","2030/12/17 14:59:59",0,0,819421
1126,1,1126,"未央（NGs）",0,1036,"2020/09/30 16:00:00","2030/12/17 14:59:59",0,0,610411
1127,1,1127,"鈴（遊俠）",0,77,"2020/08/06 16:00:00","2030/12/17 14:59:59",0,0,819412
1128,1,1128,"真陽（遊俠）",0,55,"2020/08/21 16:00:00","2030/12/17 14:59:59",0,0,605112
1129,1,1129,"璃乃（奇幻）",0,74,"2020/09/04 16:00:00","2030/12/17 14:59:59",0,0,814412
1130,1,1130,"步未（奇幻）",0,1038,"2020/09/04 16:00:00","2030/12/17 14:59:59",0,0,7212
1132,1,1132,"杏奈（夏日）",0,1039,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0,9422
1802,1,1802,"優衣（公主）",0,68,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0,720113
1804,1,1804,"貪吃佩可（公主）",0,51,"2020/06/22 16:00:00","2030/12/17 14:59:59",0,0,541421
1805,1,1805,"可可蘿（公主）",0,29,"2020/09/01 16:00:00","2030/12/17 14:59:59",0,0,143214
1900,1,1900,"愛梅斯",0,9900,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,6311
2000,2,0,"序章_牽起羈絆的人們",2000002,1,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,999900
2001,2,0,"第1章_謎樣少女與記憶之鑰",2001005,2,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,1,999901
2002,2,0,"第2章_誓約女君",2002005,3,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,1,999902
2003,2,0,"第3章_襲來的黑色幻影",2003005,4,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,1,999903
2004,2,0,"第4章_災厄的牧場",2004005,5,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,1,999904
2005,2,0,"第5章_集結、七冠",2005006,6,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,1,999905
2006,2,0,"第6章_被遺忘的公主",2006013,7,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,1,999906
2007,2,0,"第7章_被預言的災禍",2007012,8,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,1,999907
2008,2,0,"第8章_彼此交錯的感情",2008015,9,"2019/02/18 16:00:00","2030/12/17 14:59:59",0,1,999908
2009,2,0,"第9章_被盯上的演唱會",2009099,10,"2019/04/19 16:00:00","2030/12/17 14:59:59",0,1,999909
2010,2,0,"第10章_貪吃佩可救出作戰",2010006,11,"2019/06/17 16:00:00","2030/12/17 14:59:59",0,1,999910
2011,2,0,"第11章_打擊希望的黑鐵",2011008,12,"2019/08/15 16:00:00","2030/12/17 14:59:59",0,1,999911
2012,2,0,"第12章_面具下的真實面貌",2012014,13,"2019/09/17 16:00:00","2030/12/17 14:59:59",0,1,999912
2013,2,0,"第13章_決戰，蘭德索爾",2013015,14,"2019/11/15 16:00:00","2030/12/17 14:59:59",0,1,999913
2014,2,0,"第14章_兇滅的霸瞳皇帝",2014008,15,"2020/02/14 16:00:00","2030/12/17 14:59:59",0,1,999914
2015,2,0,"第15章_Re：連結",2015009,16,"2020/04/14 16:00:00","2030/12/17 14:59:59",0,1,999915
2101,2,0,"第2部 第1章_冒險，再起",2101014,17,"2020/05/15 16:00:00","2030/12/17 14:59:59",0,0,999921
2102,2,0,"第2部 第2章_災禍的軍團",2102011,18,"2020/07/13 16:00:00","2030/12/17 14:59:59",0,0,999922
2103,2,0,"第2部 第3章 _暴風雨的開始",2103012,19,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0,999923
3001,3,1,"美食殿堂",0,1,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,512111
3002,3,2,"王宮騎士團",0,8,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,400111
3003,3,3,"咲戀育幼院",0,9,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,208321
3004,3,4,"哞哞自衛隊",0,10,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,100421
3005,3,5,"伊麗莎白牧場",0,11,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,38121
3006,3,6,"拉比林斯",0,3,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,805111
3007,3,7,"破曉之星",0,2,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,340211
3008,3,8,"墨丘利財團",0,12,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,638211
3009,3,9,"森林守衛",0,6,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,520411
3010,3,10,"慈樂之音",0,4,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,108211
3011,3,11,"暮光流星群",0,13,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,349011
3012,3,12,"純白之翼 蘭德索爾分部",0,15,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,20011
3013,3,13,"小小甜心",0,5,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,813411
3014,3,14,"惡魔偽王國軍",0,7,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,330111
3015,3,15,"月光學院",0,14,"2015/04/01 15:00:00","2099/12/17 14:59:59",0,0,820221
3016,3,16,"聖德蕾莎女子學院（好朋友社）",0,16,"2020/01/10 16:00:00","2030/12/17 14:59:59",0,0,239411
3017,3,17,"龍族巢穴",0,17,"2020/03/19 16:00:00","2030/12/17 14:59:59",0,0,348011
4001,4,0,"公會小屋",0,1,"2015/04/01 15:00:00","2099/12/17 14:59:59",5,0,118211
4002,4,0,"競技場",0,1,"2015/04/01 15:00:00","2099/12/17 14:59:59",4,0,8111
4003,4,0,"地下城",0,1,"2015/04/01 15:00:00","2099/12/17 14:59:59",3,0,309411
4004,4,5,"活動",0,1,"2015/04/01 15:00:00","2099/12/17 14:59:59",1,0,15311
4005,4,0,"露娜之塔",0,1,"2015/04/01 15:00:00","2099/12/17 14:59:00",2,0,824021
4006,4,0,"機械莉瑪來襲！",0,1,2020/04/01,"2099/12/17 14:59:59",6,0,845411
9001,9,0,"王都終末決戰",0,0,"2020/04/27 16:00:00","2099/12/17 14:59:59",6,0,40211
