gacha_id,gacha_name,description,description_2,description_sp,gacha_detail,gacha_cost_type,price,free_gacha_type,free_gacha_interval_time,free_gacha_count,discount_price,gacha_odds,gacha_odds_star2,gacha_type,movie_id,start_time,end_time,ticket_id,special_id,exchange_id,ticket_id_10,rarity_odds,chara_odds_star1,chara_odds_star2,chara_odds_star3,gacha10_special_odds_star1,gacha10_special_odds_star2,gacha10_special_odds_star3,prizegacha_id,gacha_bonus_id,gacha_times_limit10
10011,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10011,"",0,0,"2018/11/30 16:00:00","2018/12/13 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10012,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10012,"",0,0,"2018/12/13 16:00:00","2018/12/27 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10013,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10013,"",0,0,"2018/12/27 16:00:00","2019/01/09 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10014,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10014,"",0,0,"2019/01/09 16:00:00","2019/01/22 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10015,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10015,"",0,0,"2019/01/22 16:00:00","2019/02/13 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10016,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10016,"",0,0,"2019/02/13 16:00:00","2019/02/27 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10017,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10017,"",0,0,"2019/02/27 16:00:00","2019/03/13 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10019,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10019,"",0,0,"2019/03/13 16:00:00","2019/03/27 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10020,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10020,"",0,0,"2019/03/27 16:00:00","2019/04/03 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10021,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10021,"",0,0,"2019/04/03 16:00:00","2019/04/19 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10022,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10022,"",0,0,"2019/04/19 16:00:00","2019/05/07 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10023,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10023,"",0,0,"2019/05/07 16:00:00","2019/05/14 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10024,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10024,"",0,0,"2019/05/14 16:00:00","2019/06/03 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10025,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10025,"",0,0,"2019/06/03 16:00:00","2019/06/17 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10026,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10026,"",0,0,"2019/06/17 16:00:00","2019/07/01 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10027,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10027,"",0,0,"2019/07/01 16:00:00","2019/07/15 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10028,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10028,"",0,0,"2019/07/15 16:00:00","2019/07/26 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10029,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10029,"",0,0,"2019/07/26 16:00:00","2019/08/01 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10030,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10030,"",0,0,"2019/08/28 16:00:00","2019/09/02 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10031,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10031,"",0,0,"2019/08/01 16:00:00","2019/08/15 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10032,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10032,"",0,0,"2019/08/15 16:00:00","2019/08/28 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10033,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10033,"",0,0,"2019/09/02 16:00:00","2019/09/09 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10034,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10034,"",0,0,"2019/09/09 16:00:00","2019/09/17 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10035,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10035,"",0,0,"2019/09/17 16:00:00","2019/09/20 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10036,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10036,"",0,0,"2019/09/20 16:00:00","2019/10/01 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10037,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10037,"",0,0,"2019/10/01 16:00:00","2019/10/15 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10038,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10038,"",0,0,"2019/10/15 16:00:00","2019/10/18 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10039,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10039,"",0,0,"2019/10/18 16:00:00","2019/11/01 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10040,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10040,"",0,0,"2019/11/01 16:00:00","2019/11/15 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10041,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10041,"",0,0,"2019/11/15 16:00:00","2019/11/19 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10042,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10042,"",0,0,"2019/11/19 16:00:00","2019/12/02 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10043,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10043,"",0,0,"2019/12/02 16:00:00","2019/12/13 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10044,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10044,"",0,0,"2019/12/13 16:00:00","2019/12/16 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10045,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10045,"",0,0,"2019/12/16 16:00:00","2019/12/30 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10046,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10046,"",0,0,"2019/12/30 16:00:00","2020/01/02 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10047,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10047,"",0,0,"2020/01/02 16:00:00","2020/01/10 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10048,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10048,"",0,0,"2020/01/10 16:00:00","2020/01/21 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10049,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10049,"",0,0,"2020/01/21 16:00:00","2020/01/28 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10050,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10050,"",0,0,"2020/01/28 16:00:00","2020/02/04 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10052,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10052,"",0,0,"2020/02/04 16:00:00","2020/02/14 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10053,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10053,"",0,0,"2020/02/14 16:00:00","2020/02/19 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10054,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10054,"",0,0,"2020/02/19 16:00:00","2020/03/04 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10055,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10055,"",0,0,"2020/03/04 16:00:00","2020/03/13 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10056,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10056,"",0,0,"2020/03/13 16:00:00","2020/03/19 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10057,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10057,"",0,0,"2020/03/19 16:00:00","2020/04/01 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10058,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10058,"",0,0,"2020/04/01 16:00:00","2020/04/14 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10059,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10059,"",0,0,"2020/04/14 16:00:00","2020/04/22 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10060,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10060,"",0,0,"2020/04/22 16:00:00","2020/05/05 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10061,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10061,"",0,0,"2020/05/05 16:00:00","2020/05/08 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10062,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10062,"",0,0,"2020/05/08 16:00:00","2020/05/15 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10063,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10063,"",0,0,"2020/05/15 16:00:00","2020/05/22 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10064,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10064,"",0,0,"2020/05/22 16:00:00","2020/06/03 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10065,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10065,"",0,0,"2020/06/03 16:00:00","2020/06/15 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10066,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10066,"",0,0,"2020/06/15 16:00:00","2020/06/22 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10067,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10067,"",0,0,"2020/06/22 16:00:00","2020/07/02 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10068,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10068,"",0,0,"2020/08/03 16:00:00","2020/08/06 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10069,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10069,"",0,0,"2020/09/30 16:00:00","2020/10/13 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10070,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10070,"",0,0,"2020/10/13 16:00:00","2020/10/26 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10071,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10071,"",0,0,"2020/08/17 16:00:00","2020/08/21 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10072,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10072,"",0,0,"2020/07/02 16:00:00","2020/07/13 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10073,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10073,"",0,0,"2020/07/13 16:00:00","2020/07/20 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10074,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10074,"",0,0,"2020/07/20 16:00:00","2020/07/30 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10075,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10075,"",0,0,"2020/07/30 16:00:00","2020/08/03 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10076,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10076,"",0,0,"2020/08/06 16:00:00","2020/08/17 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10077,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10077,"",0,0,"2020/09/11 16:00:00","2020/09/16 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10078,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10078,"",0,0,"2020/08/21 16:00:00","2020/09/01 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10079,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10079,"",0,0,"2020/09/01 16:00:00","2020/09/04 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10080,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10080,"",0,0,"2020/09/04 16:00:00","2020/09/11 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10081,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10081,"",0,0,"2020/10/26 16:00:00","2020/11/02 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10082,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10082,"",0,0,"2020/09/16 16:00:00","2020/09/24 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10083,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10083,"",0,0,"2020/09/24 16:00:00","2020/09/30 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
10084,"一般轉蛋","取得道具獎勵或記憶碎片吧！","","",1,3,0,1,0,10,0,10084,"",0,0,"2020/11/02 16:00:00","2020/11/05 15:59:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
20001,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20001,21001,1,200001,"2015/04/01 15:00:00","2018/08/08 15:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20002,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20002,21002,1,200001,"2018/08/08 16:00:00","2018/08/20 15:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20003,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20003,21003,1,200001,"2018/08/20 16:00:00","2018/08/31 15:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20004,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20004,21004,1,200001,"2018/08/31 16:00:00","2018/09/14 15:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20005,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20005,21005,1,200001,"2018/09/14 16:00:00","2018/09/21 15:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20006,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20006,21006,1,200001,"2018/09/21 16:00:00","2018/10/09 15:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20007,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20007,21007,1,200001,"2018/10/09 16:00:00","2018/10/22 15:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20008,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20008,21008,1,200001,"2018/10/22 16:00:00","2018/11/08 15:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20009,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20009,21009,1,200001,"2018/11/08 16:00:00","2018/11/15 15:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20010,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20010,21010,1,200001,"2018/11/15 16:00:00","2018/11/30 15:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20011,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20011,21011,1,200001,"2018/11/30 16:00:00","2018/12/07 15:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20012,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20012,21012,1,200001,"2018/12/13 16:00:00","2018/12/21 15:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20013,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20013,21013,1,200001,"2018/12/27 16:00:00","2019/01/03 15:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20014,"白金轉蛋","角色「伊莉亞」、「紡希」期間內取得率上升！","","",2,2,150,0,0,0,50,20014,21014,1,300008,"2019/01/09 16:00:00","2019/01/16 15:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20015,"白金轉蛋","白金轉蛋追加了夏日角色喔！","","",2,2,150,0,0,0,50,20015,21015,1,300010,"2019/01/22 16:00:00","2019/02/01 11:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20016,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20016,21016,1,200001,"2019/02/13 16:00:00","2019/02/27 15:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20017,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20017,21017,1,200001,"2019/02/27 16:00:00","2019/03/13 15:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20019,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20019,21019,1,200001,"2019/03/13 16:00:00","2019/03/27 15:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20020,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20020,21020,1,200001,"2019/03/27 16:00:00","2019/04/03 15:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20021,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20021,21021,1,200001,"2019/04/03 16:00:00","2019/04/19 15:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20022,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20022,21022,1,200001,"2019/04/19 16:00:00","2019/05/07 15:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20024,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20024,21024,1,200001,"2019/05/14 16:00:00","2019/06/03 15:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20025,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20025,21025,1,200001,"2019/06/03 16:00:00","2019/06/17 15:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20026,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20026,21026,1,200001,"2019/06/17 16:00:00","2019/07/01 15:59:59",24001,0,0,0,0,0,0,0,0,0,0,0,0,0
20028,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20028,21028,1,200001,"2019/07/15 16:00:00","2019/07/26 15:59:59",24001,0,28,0,0,0,0,0,0,0,0,0,0,0
20029,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20029,21029,1,200001,"2019/07/26 16:00:00","2019/08/01 15:59:59",24001,0,29,0,200000,20029_1,20029_2,20029_3,0,0,0,0,0,0
20030,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,0,0,1,200001,"2019/08/28 16:00:00","2019/09/02 15:59:59",24001,0,32,24004,250000,20030_1,20030_2,20030_3,0,0,0,0,0,0
20031,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,20031,21031,1,200001,"2019/08/01 16:00:00","2019/08/15 15:59:59",24001,0,30,0,250000,20031_1,20031_2,20031_3,0,0,0,0,0,0
20032,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,0,0,1,200001,"2019/08/15 16:00:00","2019/08/28 15:59:59",24001,0,31,24004,250000,20032_1,20032_2,20032_3,0,0,0,0,0,0
20034,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,0,0,1,200001,"2019/09/09 16:00:00","2019/09/17 15:59:59",24001,0,34,24004,250000,20034_1,20034_2,20034_3,0,0,0,0,0,0
20035,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,0,0,1,200001,"2019/09/17 16:00:00","2019/09/20 15:59:59",24001,0,35,24004,250000,20035_1,20035_2,20035_3,0,0,0,0,0,0
20036,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,0,0,1,200001,"2019/09/20 16:00:00","2019/10/01 15:59:59",24001,0,36,24004,250000,20036_1,20036_2,20036_3,0,0,0,0,0,0
20037,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,0,0,1,200001,"2019/10/01 16:00:00","2019/10/15 15:59:59",24001,0,37,24004,250000,20037_1,20037_2,20037_3,0,0,0,0,0,0
20038,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,0,0,1,200001,"2019/10/15 16:00:00","2019/10/18 15:59:59",24001,0,38,24004,250000,20038_1,20038_2,20038_3,0,0,0,0,0,0
20039,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,0,0,1,200001,"2019/10/18 16:00:00","2019/11/01 15:59:59",24001,0,39,24004,250000,20039_1,20039_2,20039_3,0,0,0,0,0,0
20040,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,0,0,1,200001,"2019/11/01 16:00:00","2019/11/15 15:59:59",24001,0,40,24004,250000,20040_1,20040_2,20040_3,0,0,0,0,0,0
20041,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,0,0,1,200001,"2019/11/15 16:00:00","2019/11/19 15:59:59",24001,0,41,24004,250000,20041_1,20041_2,20041_3,0,0,0,0,0,0
20042,"白金轉蛋","白金轉蛋僅會出現角色喔！","","",2,2,150,0,0,0,50,0,0,1,200001,"2019/11/19 16:00:00","2019/12/02 15:59:59",24001,0,42,24004,250000,20042_1,20042_2,20042_3,0,0,0,0,0,0
