unit_id,unit_name,prefab_id,motion_type,se_type,move_speed,search_area_width,atk_type,normal_atk_cast_time,cutin,cutin_star6,visual_change_flag,comment
203400,"鬼燈螢",203400,0,0,270,800,2,4.0,0,0,0,"【恢復】單方恢復\n儲存於尾部的蜜，能夠成為\n魔物的營養源，是種不可思議的螢火蟲。"
203402,"鬼燈螢",203400,0,0,270,3000,2,4.0,0,0,0,"【恢復】單方恢復\n儲存於尾部的蜜，能夠成為\n魔物的營養源，是種不可思議的螢火蟲。"
203500,"鑽頭鼴鼠",203500,0,16,270,750,1,3.5,0,0,0,"【物理】中距離攻擊\n能從地底伸手，從腳下開始\n攻擊的鼴型魔物。"
203501,"寒冰鼴鼠",203501,0,16,270,750,1,3.5,0,0,0,"【物理】中距離攻擊\n以靈活的利爪刨碎冰塊，\n並作為攻擊的雪鼴型魔物"
203700,"堅果射手",203700,0,15,270,350,1,2.5,0,0,0,"【物理】範圍攻擊\n將吃完後堅果殼給砸向敵人，\n一種充滿惡意的松鼠魔物。"
203702,"臭鼬",203702,0,15,270,350,1,2.5,0,0,0,"【物理】範圍攻擊\n能任意使用刺激眼部的\n惡臭氣體炸彈的臭鼬魔物。"
203703,"臭鼬",203702,0,15,270,100,1,2.5,0,0,0,"【物理】範圍攻擊\n能任意使用刺激眼部的\n惡臭氣體炸彈的臭鼬魔物。"
203800,"獸人",203800,0,13,270,200,1,2.5,0,0,0,"【物理】近距離攻擊\n身著從被擊倒的冒險家身上\n搶來的鎧甲，且揮舞著巨斧的一種\n凶暴的森林獸人。"
203801,"高等獸人",203801,0,13,270,200,1,2.5,0,0,0,"【物理】近距離攻擊\n因反覆且嚴厲的鍛鍊，\n而獲得強韌肉體，\n獸人裡頭的上位種。"
203803,"高等獸人",203801,0,13,270,300,1,2.5,0,0,0,"【物理】近距離攻擊\n因反覆且嚴厲的鍛鍊，\n而獲得強韌肉體，\n獸人裡頭的上位種。"
203900,"惡魔加農",203900,0,16,270,1080,1,4.0,0,0,0,"【物理】近距離攻擊\n因為長年的使用而寄生著惡魔之魂，\n擁有生命的砲台。"
204000,"小小格里芬",204000,0,15,270,650,1,3.5,0,0,0,"【物理】近距離攻擊\n羽毛還沒長齊，\n還飛不起來的雛獅鷲。"
204200,"女中音之鳥",204200,0,0,270,450,2,4.0,0,0,0,"【恢復】範圍恢復\n那治癒人的歌聲甚至能傳送至遠方，\n在鳥魔物界中是一位知名的歌手"
204300,"毒莢花",204300,0,15,270,750,1,2.5,0,0,0,"【物理】近距離攻擊\n用那血盆大口之中所蘊含的腐蝕液體，\n將捕獲的獵物吃掉。"
204301,"毒莢花",204300,0,15,270,3000,1,2.5,0,0,0,"【物理】近距離攻擊\n用那血盆大口之中所蘊含的腐蝕液體，\n將捕獲的獵物吃掉。"
204400,"惡魔寶寶",204400,0,0,270,750,2,3.5,0,0,0,"【魔法】中距離攻擊\n用才剛學會的魔法，不管三七二十一\n就到處攻擊的幼年惡魔。"
204500,"重鎚巨蟹",204500,0,0,270,200,1,2.5,0,0,0,"【物理】近距離攻擊\n以大型的爪子以及堅硬的殼，\n面對各種巨大的對手的螃蟹魔物。"
204501,"重鎚巨蟹",204501,0,0,270,50,1,2.5,0,0,0,"【物理】近距離攻擊\n以大型的爪子以及堅硬的殼，\n面對各種巨大的對手的螃蟹魔物。"
204502,"棘刺蟹",204502,0,0,270,80,1,2.0,0,0,0,"【物理】近距離攻擊\n以巨大的螯鉗與堅硬的殼自豪的\n螃蟹魔物。潛入沙中悠哉地等待著\n獵物的模樣，相當討喜。"
204503,"棘刺蟹",204502,0,0,270,20,1,2.0,0,0,0,"【物理】近距離攻擊\n以巨大的螯鉗與堅硬的殼自豪的\n螃蟹魔物。潛入沙中悠哉地等待著\n獵物的模樣，相當討喜。"
204600,"魔法射線",204600,0,0,270,1080,2,3.5,0,0,0,"【魔法】範圍攻擊\n以頭部石塊發射超音波，\n輕鬆狩獵的魟魚魔物。"
204700,"綠葉野豬",204700,0,0,270,200,1,4.0,0,0,0,"【物理】近距離攻擊\n將堅硬的葉子如鎧甲般纏繞身體，\n碰到即會帶來劇烈疼痛的大型野豬。\n但終歸只是葉子。無法防禦魔法。"
204701,"沙塵野豬",204701,0,0,270,200,1,4.0,0,0,0,"【物理】近距離攻擊\n將沙子作為鎧甲纏繞於身上，\n極為身為不畏捨身的戰士的鐵證。\n但終歸只是沙子。無法防禦魔法。"
204702,"狂野野豬",204702,0,0,270,170,1,4.0,0,0,0,"【物理】近距離攻擊\n生活於熱地，原始的大野豬。\n在不停衝撞岩漿岩後，\n習得了連鎧甲都可粉碎的牙之一擊。"
204800,"廢墟人偶",204800,0,0,270,150,1,1.8,0,0,0,"【物理】近距離攻擊\n跟隨並且聽令於逝者‧卡拉迪翁的古代自動人偶。\n不具意志，在自身瓦解前將會永無止境的進行戰鬥。"
204900,"小小哥布林",204900,0,0,270,100,1,0.5,0,0,0,"【物理】近距離攻擊\n儘管幼小，仍舊勇猛的見習哥布林。\n以靈巧彌補無力，在前線上活躍。"
205000,"毒蟾蜍",205000,0,0,270,500,1,2.5,0,0,0,"【物理】近距離攻擊\n以擬態的寶石勾引上鉤者並捕食\n，擁有毒舌的癩蛤蟆魔物。"
205001,"毒蟾蜍",205000,0,0,270,500,1,2.5,0,0,0,"【物理】近距離攻擊\n以擬態的寶石勾引上鉤者並捕食\n，擁有毒舌的癩蛤蟆魔物。"
205100,"土蛇",205100,0,13,270,550,1,2.5,0,0,0,"【物理】中距離攻擊 \n躲在暗處吸取自\n各個角落飛來的魔力，\n以填飽肚子的魔物蛇的變種。\n魔力越高越容易被它盯上。"
205200,"海馬騎士",205200,0,0,270,650,1,2.0,0,0,0,"【物理】中距離攻擊\n奪取在海中溺水的騎士的茅，\n劃界警備的海馬戰士"
205300,"寒冰雛鳥",205300,0,0,270,550,2,3.0,0,0,0,"【魔法】中距離攻擊\n以尾部羽毛上發射冰霜攻擊的\n鳥型魔物。"
205400,"冰魚",205400,0,12,270,550,1,2.6,0,0,0,"【物理】近距離攻擊\n鑿開冰河作為巢穴，對所有接近的人，\n無差別進行襲擊的魚之魔物。"
205401,"熔岩魚",205401,0,12,270,550,1,2.4,0,0,0,"【物理】近距離攻擊\n以連岩石都能咬碎的強韌下顎，\n將周遭事物給食之殆盡的魚之魔物。"
205500,"沙陸毒蛇",205500,0,14,270,550,1,3.0,0,0,0,"【物理】中距離攻擊\n挖掘洞穴，靜待獵物掉入洞穴，\n再以毒牙將其斃命的蛇的魔物。"
205600,"狂犬",205600,0,0,270,100,1,2.5,0,0,0,"【物理】近距離攻擊\n與主人一同被創造出來，一隻兇暴的改造犬。\n像為得支撐住那大頭所流露的猙獰面容，極為恐怖。"
205700,"波尼",205700,0,15,270,50,1,0.4,0,0,0,"召喚地獄獵犬用怪物"
205800,"小霧奇前衛",205800,0,0,270,50,1,1.8,0,0,0,"霧奇召喚用怪物（弱）"
205801,"小霧奇中衛",205801,0,0,270,200,1,1.8,0,0,0,"霧奇召喚用怪物（弱）"
205802,"小霧奇後衛",205802,0,0,270,200,1,1.8,0,0,0,"霧奇召喚用怪物（弱）"
205803,"小霧奇前衛",205800,0,0,270,50,1,1.8,0,0,0,"霧奇召喚用怪物（強）"
205804,"小霧奇中衛",205801,0,0,270,200,1,1.8,0,0,0,"霧奇召喚用怪物（強）"
205805,"小霧奇後衛",205802,0,0,270,200,1,1.8,0,0,0,"霧奇召喚用怪物（強）"
205806,"小霧奇前衛",205800,0,0,270,50,1,1.8,0,0,0,"霧奇召喚用怪物（弱）"
205807,"小霧奇中衛",205801,0,0,270,200,1,1.8,0,0,0,"霧奇召喚用怪物（弱）"
205808,"小霧奇後衛",205802,0,0,270,200,1,1.8,0,0,0,"霧奇召喚用怪物（弱）"
205809,"小霧奇前衛",205800,0,0,270,50,1,1.8,0,0,0,"霧奇召喚用怪物（強）"
205810,"小霧奇中衛",205801,0,0,270,200,1,1.8,0,0,0,"霧奇召喚用怪物（強）"
205811,"小霧奇後衛",205802,0,0,270,200,1,1.8,0,0,0,"霧奇召喚用怪物（強）"
205900,"憤怒烏賊",205900,0,0,270,200,0,2.5,0,0,0,"【物理】中距離攻擊\n怒髮衝冠的烏賊魔物。\n那金屬質的錨，\n儘管擁有高硬度卻相當沉重，\n時常導致失衡而摔個十腳朝天。"
206000,"海獅怪",206000,0,1,270,100,1,4.0,0,0,0,"【物理】近距離攻擊\n不論體型還態度，皆為條漢子的北\n海之怪。以厚重的脂肪層來抵禦且\n壓制敵人的物理攻擊。"
206100,"睿智權杖",206100,0,7,270,1080,2,4.5,0,0,0,"【魔法】遠距離攻擊\n以被噴到就會凍結的寒氣魔法，\n剝奪敵人戰意的鸚鵡螺型魔物。"
206200,"流氓水獺",206200,0,1,270,650,1,3.5,0,0,0,"【物理】中距離攻擊\n人一不留意時就拿貝殼亂丟亂砸，\n一種性格惡劣的北海小混混。"
206201,"頑皮河狸",206201,0,1,270,650,1,0.5,0,0,0,"【物理】中距離攻擊\n會從一端削木並使其倒下的河狸。\n削下的木片並不是要用來造房子，\n而是為了保護家園而拿來投擲。"
206300,"露娜聚光燈",206300,0,0,270,1110,0,10.0,0,0,0,"【恢復】單體ＴＰ恢復\n與露娜之塔所建時一同打造出來的一種能量增幅器。\n將散布各處的魔力濃縮，並做為強化供給於守護者。"
206400,"小魔眼",206400,0,0,270,100,1,2.5,0,0,0,"【物理】近距離攻擊\n侍奉獨眼族之王的小小侍從。\n對於大王所給予的金光閃閃裝備特別的鍾愛。"
206500,"擲岩猴老大",206500,0,0,300,100,1,2.5,0,0,0,"【物理】近距離攻擊\n擲岩猴更加成長的姿態。從小就持續投擲大岩石\n的一雙粗臂能持續造成強烈的打擊。"
206700,"日和的闇影",206700,0,1,270,200,1,2.295,0,0,0,"有著日和樣貌的特殊魔物\n\n‧對面前的 1 名敵人造成大幅度的物理傷害，\n　並對附近小範圍內所有敵人造成\n　中幅度的物理傷害。\n‧對面前的 1 名敵人造成中幅度的物理傷害。\n‧對面前的 1 名敵人造成小幅度的物理傷害，\n　並中幅度提升自己的物理攻擊力。"
206701,"怜（新年）的闇影",206701,0,4,270,400,1,1.965,0,0,0,"有著怜（新年）樣貌的特殊魔物\n\n‧對全體敵人造成中幅度的物理傷害，\n　並且使其暈眩。\n‧【挑釁】對全體敵人挑釁。\n　若在挑釁後的動作中受到攻擊，\n　則對範圍內的所有敵人造成中幅度的物理傷害，\n　再小幅度降低其物理防禦力。\n‧對自己周圍的全體夥伴\n　展開魔法無效的屏障，\n　並中幅度提升自己的魔法防禦力。"
206702,"優衣（新年）的闇影",206702,0,7,270,600,2,2.27,0,0,0,"有著優衣（新年）樣貌的特殊魔物\n\n‧對全體夥伴展開物理/魔法無效的屏障，\n　並施加持續恢復 HP 的狀態，\n　但會大幅度降低自己的魔法攻擊力。\n‧大幅度降低從前方算起第 2 位的 1 名敵人\n　的物理攻擊力和魔法攻擊力。\n‧大幅度提升全體夥伴中魔法攻擊角色\n　的魔法攻擊力。"
206800,"煩惱力場1",206800,0,0,20,0,0,999.0,0,0,0,"暫"
206801,"煩惱力場2",206801,0,0,20,0,0,999.0,0,0,0,"暫"
206802,"煩惱力場3",206802,0,0,20,0,0,999.0,0,0,0,"暫"
206803,"持有定時炸彈",206803,0,0,0,1080,0,0.0,0,0,0,"暫"
206804,"持有定時炸彈",206803,0,0,0,1080,0,0.0,0,0,0,"暫"
206900,"沉睡之梟",206900,0,0,270,645,0,3.5,0,0,0,"【魔法】中距離攻擊\n因為睡眠不足而倦怠的貓頭鷹魔物。\n能死盯敵人施放法術來剝奪自由。"
207000,"小狸貓",207000,0,0,100,120,2,0.5,0,0,0,"【魔法】一定時間內無敵・\n中距離攻擊\n從小就能巧妙的使用變身，\n拚了命貫徹攻防的豆狸魔物。"
207100,"殺人蜂",207100,0,0,270,550,1,0.9,0,0,0,"【物理】遠距離攻擊\n能夠迅速察覺到擁有威脅的敵人，\n並確實地鎖定射穿對方的蜂魔物。"
207101,"殺人蜂",207100,0,0,270,650,1,1.2,0,0,0,"【物理】遠距離攻擊\n能夠迅速察覺到擁有威脅的敵人，\n並確實地鎖定射穿對方的蜂魔物。"
207102,"殺人蜂",207100,0,0,270,750,1,1.5,0,0,0,"【物理】遠距離攻擊\n能夠迅速察覺到擁有威脅的敵人，\n並確實地鎖定射穿對方的蜂魔物。"
207200,"歡呼半獸人",207200,0,0,270,360,1,2.5,0,0,0,"【物理】近距離攻擊\n模仿大人，敲擊樂器，\n喜歡惡作劇的半獸人小孩。"
207201,"歡呼半獸人",207200,0,0,270,120,1,5.0,0,0,0,"【物理】近距離攻擊\n模仿大人，敲擊樂器，\n喜歡惡作劇的半獸人小孩。"
207300,"岩浣熊",207300,0,0,270,550,0,2.5,0,0,0,"【物理】中距離攻擊\n一種愛乾淨到潔癖過了頭的浣熊怪。\n如果被那蟾蜍油做的肥皂水給淋到，\n可會連武器都無法握好。"
207400,"香織的闇影",207400,0,1,270,200,1,2.295,0,0,0,"香織的闇影"
207401,"真琴的闇影",207401,0,4,270,400,1,1.965,0,0,0,"真琴的闇影"
207402,"霞的闇影",207402,0,7,270,600,2,2.27,0,0,0,"霞的闇影"
207403,"真步的闇影",207403,0,7,270,600,2,2.27,0,0,0,"真步的闇影"
207500,"迷你機械莉瑪A",207500,0,0,270,50,1,1.3,0,0,0,"機械莉瑪用小怪"
207501,"迷你機械莉瑪B",207500,0,0,270,300,1,1.3,0,0,0,"機械莉瑪用小怪"
207502,"迷你機械莉瑪C",207500,0,0,270,100,1,1.3,0,0,0,"機械莉瑪用小怪"
207600,"咯咯",207600,0,0,300,200,1,6.0,0,0,0,""
207700,"家臣A",207700,0,0,270,400,1,2.0,0,0,0,"4 月活動召喚單位"
207701,"家臣B",207701,0,0,270,400,1,2.0,0,0,0,"4 月活動召喚單位"
207702,"家臣A",207700,0,0,270,400,1,2.0,0,0,0,"4 月活動召喚單位"
207703,"家臣B",207701,0,0,270,400,1,2.0,0,0,0,"4 月活動召喚單位"
207704,"家臣A",207700,0,0,270,400,1,2.0,0,0,0,"4 月活動召喚單位"
207705,"家臣B",207701,0,0,270,400,1,2.0,0,0,0,"4 月活動召喚單位"
207706,"家臣A",207700,0,0,270,400,1,2.0,0,0,0,"4 月活動召喚單位"
207707,"家臣B",207701,0,0,270,400,1,2.0,0,0,0,"4 月活動召喚單位"
207800,"炸彈（狂暴王冠）",207800,0,0,270,400,1,2.0,0,0,0,"6月露娜之塔_狂暴王冠召喚的炸彈"
207900,"詛咒的水晶",207900,0,0,0,2160,1,2.0,0,0,0,"6 月活動召喚單位"
207901,"詛咒的水晶",207900,0,0,0,2160,1,2.0,0,0,0,"6 月活動召喚單位"
208000,"小奄美魔物",208000,0,0,400,200,1,2.0,0,0,0,""
208001,"小奄美魔物",208000,0,0,400,200,1,1.8,0,0,0,""
208002,"小奄美魔物",208000,0,0,400,400,1,2.35,0,0,0,""
208003,"小奄美魔物",208000,0,0,400,600,1,2.7,0,0,0,""
208004,"小奄美魔物",208000,0,0,400,200,1,1.8,0,0,0,""
208005,"小奄美魔物",208000,0,0,400,400,1,2.35,0,0,0,""
208006,"小奄美魔物",208000,0,0,400,600,1,2.7,0,0,0,""
208100,"守護‧遠古遺物",208100,0,0,270,100,1,1.5,0,0,0,"【物理】近距離攻擊\n與闇影一同守護著聖域，是記憶的看守者。\n對真正的力量有所求之徒，將會給予相應的試煉。"
208101,"守護‧遠古遺物",208100,0,0,270,150,1,1.8,0,0,0,"【物理】近距離攻擊\n與闇影一同守護著聖域，是記憶的看守者。\n對真正的力量有所求之徒，將會給予相應的試煉。"
208102,"守護‧遠古遺物",208100,0,0,270,200,1,1.9,0,0,0,"【物理】近距離攻擊\n與闇影一同守護著聖域，是記憶的看守者。\n對真正的力量有所求之徒，將會給予相應的試煉。"
208103,"守護‧遠古遺物",208100,0,0,270,50,1,1.9,0,0,0,"【物理】近距離攻擊\n與闇影一同守護著聖域，是記憶的看守者。\n對真正的力量有所求之徒，將會給予相應的試煉。"
208104,"守護‧遠古遺物",208100,0,0,270,50,1,1.9,0,0,0,"【物理】近距離攻擊\n與闇影一同守護著聖域，是記憶的看守者。\n對真正的力量有所求之徒，將會給予相應的試煉。"
208105,"守護‧遠古遺物",208100,0,0,270,0,1,1.9,0,0,0,"【物理】近距離攻擊\n與闇影一同守護著聖域，是記憶的看守者。\n對真正的力量有所求之徒，將會給予相應的試煉。"
208200,"戰鬥‧遠古遺物",208200,0,0,270,500,2,0.9,0,0,0,"【魔法】近距離攻擊\n與闇影一同守護著聖域，是記憶的看守者。\n對真正的力量有所求之徒，將會給予相應的試煉。"
208201,"戰鬥‧遠古遺物",208200,0,0,270,550,2,1.2,0,0,0,"【魔法】近距離攻擊\n與闇影一同守護著聖域，是記憶的看守者。\n對真正的力量有所求之徒，將會給予相應的試煉。"
208202,"戰鬥‧遠古遺物",208200,0,0,270,600,2,1.3,0,0,0,"【魔法】近距離攻擊\n與闇影一同守護著聖域，是記憶的看守者。\n對真正的力量有所求之徒，將會給予相應的試煉。"
208300,"恢復‧遠古遺物",208300,0,0,270,700,1,0.7,0,0,0,"【恢復】HP、TP恢復\n與闇影一同守護著聖域，是記憶的看守者。\n對真正的力量有所求之徒，將會給予相應的試煉。"
208301,"恢復‧遠古遺物",208300,0,0,270,750,1,1.0,0,0,0,"【恢復】HP、TP恢復\n與闇影一同守護著聖域，是記憶的看守者。\n對真正的力量有所求之徒，將會給予相應的試煉。"
208302,"恢復‧遠古遺物",208300,0,0,270,700,1,1.0,0,0,0,"【恢復】HP、TP恢復\n與闇影一同守護著聖域，是記憶的看守者。\n對真正的力量有所求之徒，將會給予相應的試煉。"
