skill_id,name,skill_type,skill_area_width,skill_cast_time,action_1,action_2,action_3,action_4,action_5,action_6,action_7,depend_action_1,depend_action_2,depend_action_3,depend_action_4,depend_action_5,depend_action_6,depend_action_7,description,icon_type
1002501,"花朵氣場",0,0,0.0,100250101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的魔法攻擊力。",3003
1002511,"花朵氣場+",0,0,0.0,100251101,100251102,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的魔法攻擊力，並小幅提升自己的魔法防禦力。",3003
1003001,"斬擊風暴",0,0,0.0,100300101,0,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成特大幅度的物理傷害。",1001
1003002,"狂風刺擊",0,0,0.955,100300201,0,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成中幅度的物理傷害。",2001
1003003,"反擊斬",0,0,1.3275,100300301,100300302,100300303,100300304,100300305,100300306,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成中幅度的物理傷害。根據攻擊前處於戰鬥反擊姿勢時怜所受到傷害的比例，來提升造成的傷害。",2001
1003011,"斬擊暴風雨",0,0,0.0,100301101,100301102,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的1名敵人造成特大幅度的物理傷害，同時將風之刃纏繞於身。在纏繞於身的期間，技能的效果值將會變為2倍。",1001
1003012,"狂風刺擊+",0,0,0.955,100301201,100301202,100301203,100301204,100301205,0,0,0,0,0,100301202,100301203,0,0,"對眼前一名敵人角色造成中幅度物理傷害，再小幅度降低其物理防禦力。",2001
1003501,"高速刺擊",0,0,0.0,100350101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力。",3001
1003511,"高速刺擊+",0,0,0.0,100351101,100351102,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力，並小幅度提升自己的最高 HP。",3001
1004001,"搗蛋炸彈",0,0,0.0,100400101,100400102,0,0,0,0,0,0,100400101,0,0,0,0,0,"以離自己第 2 近的敵人為中心，對範圍內所有敵人造成中幅度的物理傷害。",1001
1004002,"黑墨射手",0,0,1.55,100400201,100400202,0,0,0,0,0,0,100400201,0,0,0,0,0,"對離自己第 2 近的 1 名敵人造成小幅度的物理傷害，並且使其陷入黑暗狀態。",2010
1004003,"水球",0,0,1.18,100400301,100400302,100400303,0,0,0,0,0,100400301,0,0,0,0,0,"對物理攻擊力最高的 1 名敵人造成小幅度的物理傷害，且小幅度降低其物理攻擊力。並且小幅度的提升自己的物理攻擊力。",2004
1004012,"黑墨射手+",0,0,1.55,100401201,100401202,100401203,100401204,0,0,0,0,100401201,0,100401203,0,0,0,"對離自己第 2 近的 1 名敵人造成中幅度的物理傷害，使其陷入黑暗狀態。並且小幅度降低範圍內所有敵人的物理攻擊力。",2010
1004501,"陷阱專家",0,0,0.0,100450101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理防禦力。",3002
1004511,"陷阱專家+",0,0,0.0,100451101,100451102,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理防禦力，並小幅度提升自己的物理攻擊力。",3002
1005001,"猛虎英雄轟炸",0,0,0.0,100500101,100500102,100500103,0,0,0,0,0,0,100500102,0,0,0,0,"飛到前方第三名敵人眼前，對自己前後範圍內的所有敵人造成大幅度物理傷害。",1001
1005002,"猛虎衝擊",0,0,0.76,100500201,100500202,0,0,0,0,0,0,100500201,0,0,0,0,0,"對自己前後範圍內的敵人造成小幅度物理傷害，再使其暈眩。",2018
1005003,"猛虎旋",0,0,1.5,100500301,0,0,0,0,0,0,0,0,0,0,0,0,0,"對自己前後範圍內的敵人造成小幅度的物理傷害。",2001
1005012,"猛虎衝擊+",0,0,0.76,100501201,100501202,100501203,100501204,0,0,0,0,100501201,0,0,0,0,0,"對自己前後範圍內的敵人造成小幅度物理傷害，使其暈眩。並且大幅度提升自己的物理防禦力與魔法防禦力。",2018
1005501,"英雄的心得",0,0,0.0,100550101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力。",3001
1005511,"英雄的心得+",0,0,0.0,100551101,100551102,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力，並小幅度提升自己的物理防禦力。",3001
1006001,"甜蜜惡魔的聲援",1,0,0.0,100600101,100600102,0,0,0,0,0,0,0,0,0,0,0,0,"小幅度提升己方全體的魔法攻擊力，並且於下次攻擊時，依照攻擊的傷害比例，追加恢復 HP。",1003
1006002,"闇影箭",0,0,1.18,100600201,0,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成中幅度的魔法傷害。",2002
1006003,"小惡魔的親吻",1,0,1.25,100600301,0,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的１名敵人造成大幅度的魔法防禦力下降。",2004
1006012,"闇影箭+",0,0,1.18,100601201,100601202,0,0,0,0,0,0,100601201,0,0,0,0,0,"對面前的１名敵人造成大幅度的魔法傷害，並小幅度降低其魔法防禦力。",2002
1006501,"甜美燃燒",0,0,0.0,100650101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的魔法攻擊力。",3003
1006511,"甜美燃燒+",0,0,0.0,100651101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的魔法攻擊力。",3003
1007001,"把你變成布丁喲",1,0,0.0,100700101,100700102,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的１名敵人造成大幅度的物理傷害，並中幅度恢復自身的ＨＰ。",1001
1007002,"我～好～恨～好～恨～喲",0,0,0.0,100700201,100700202,100700203,0,0,0,0,0,0,100700202,0,0,0,0,"【變身】變身成幽靈，短時間內呈現無敵狀態。",2017
1007003,"點心的時間喲",1,0,0.27,100700301,0,0,0,0,0,0,0,0,0,0,0,0,0,"中幅度恢復自己的 HP。",2005
1007012,"我～好～恨～好～恨～喲+",0,0,0.0,100701201,100701202,100701203,100701204,100701205,0,0,0,0,100701202,0,0,0,0,"【變身】變身成幽靈，短時間內呈現無敵狀態。同時，中幅度提升自己的迴避，並且大幅度提升物理防禦力。",2017
1007501,"透明的幽靈喲～",0,0,0.0,100750101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理防禦力。",3002
1007511,"透明的幽靈喲～+",0,0,0.0,100751101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的物理防禦力。",3002
1008001,"臣服於我的美之下吧！",1,0,0.0,100800101,100800102,0,0,0,0,0,0,100800101,0,0,0,0,0,"對前方的全體敵人造成小幅度的魔法傷害，並且造成小幅度的物理防禦力下降。",1002
1008002,"我這雙眸美到令人眩目♪",1,0,1.93,100800201,100800202,0,0,0,0,0,0,100800201,0,0,0,0,0,"對離自己第２近的１名敵人造成中幅度的魔法傷害，並使其陷入黑暗狀態。",2010
1008003,"可愛的我來聲援囉♪",1,0,1.6,100800301,0,0,0,0,0,0,0,0,0,0,0,0,0,"使己方中 TP 最多的 1 名角色恢復中幅度的 TP。",2006
1008012,"我這雙眸美到令人眩目♪+",1,0,1.93,100801201,100801202,100801203,0,0,0,0,0,100801201,100801201,0,0,0,0,"對離自己第２近的１名敵人造成中幅度的魔法傷害，並使其陷入黑暗及誘惑狀態。",2010
1008501,"可愛的我會加油的唷",0,0,0.0,100850101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的魔法攻擊力。",3003
1008511,"可愛的我會加油的唷+",0,0,0.0,100851101,100851102,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的魔法攻擊力，並小幅度提升自己的物理防禦力。",3003
1009001,"羅剎涅槃・極光終天冥壞破",1,0,0.0,100900101,100900102,100900103,0,0,0,0,0,0,0,0,0,0,0,"對全體敵人造成中幅度的魔法傷害，但使用此招後，杏奈的物理防禦力及魔法防禦力會極大幅降低。",1002
1009002,"羅剎涅槃・無式",1,0,1.58,100900201,0,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成中幅度的魔法傷害。",2002
1009003,"冥空天昇",1,2160,1.25,100900301,100900302,100900303,100900304,0,0,0,0,0,0,0,0,0,0,"【自爆】當杏奈的HP降於10%以下時便會發動，能對自己周圍的所有敵人造成大幅度的魔法傷害，但自己則無法繼續戰鬥。",2017
1009012,"羅剎涅槃‧無式+",1,0,1.58,100901201,100901202,0,0,0,0,0,0,100901201,0,0,0,0,0,"對面前的 1 名敵人造成中幅度的魔法傷害，並小幅度降低其魔法防禦力。",2002
1009501,"霸叉冥滅獄炎咒",0,0,0.0,100950101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的魔法攻擊力。",3003
1009511,"霸叉冥滅獄炎咒+",0,0,0.0,100951101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的魔法攻擊力。",3003
1010001,"童話之庭",1,0,0.0,101000101,101000102,101000103,0,0,0,0,0,0,0,0,0,0,0,"對己方全體增加小幅度的魔法攻擊力、及小幅度的提升物理防禦力，並且能使 TP 小幅度的恢復。",1003
1010002,"真步真步恢復",1,0,1.53,101000201,0,0,0,0,0,0,0,0,0,0,0,0,0,"使己方中 HP 最低的 1 名角色恢復中幅度的 HP 。",2005
1010003,"真步真步黑暗",1,0,2.13,101000301,0,0,0,0,0,0,0,0,0,0,0,0,0,"使最前方數來第 2 位的 1 名敵人陷入黑暗狀態。",2010
1010011,"童話王國",1,0,0.0,101001101,101001102,101001103,101001104,0,0,0,0,0,0,0,0,0,0,"特大幅度提升全體夥伴的魔法攻擊力，中幅度提升物理防禦力，並且中幅度恢復TP，同時給予持續恢復TP的狀態。",1003
1010012,"真步真步恢復+",1,0,1.53,101001201,101001202,101001203,0,0,0,0,0,101001201,0,0,0,0,0,"大幅度恢復ＨＰ最低的１名我方角色的ＨＰ，並中幅度提升其物理防禦力、賦予持續恢復ＨＰ的狀態。",2005
1010501,"童話蓄力",0,0,0.0,101050101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理防禦力。",3002
1010511,"童話蓄力+",0,0,0.0,101051101,101051102,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理防禦力，並小幅度提升自己的魔法攻擊力。",3002
1011001,"箭雨",0,0,0.0,101100101,0,0,0,0,0,0,0,0,0,0,0,0,0,"對前方範圍內的全體敵人造成中幅度的物理傷害。",1001
1011002,"精神集中",0,0,1.07,101100202,101100201,0,0,0,0,0,0,0,0,0,0,0,0,"中幅提升自己的物理攻擊力，以及物理暴擊。",2003
1011003,"破甲箭",0,0,1.5,101100301,0,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成中幅度的物理傷害。",2001
1011011,"日冕箭雨",0,0,0.0,101101101,0,0,0,0,0,0,0,0,0,0,0,0,0,"對前方範圍內的全體敵人造成大幅度的物理傷害。此技能造成暴擊時的傷害，從 2 倍變成 3.5 倍。",1001
1011012,"精神集中+",0,0,1.07,101101202,101101201,101101203,0,0,0,0,0,0,0,0,0,0,0,"大幅度提升自己的物理攻擊力，中幅度提升物理暴擊，以及大幅度提升行動速度。",2003
1011501,"侵入集中",0,0,0.0,101150101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力。",3001
1011511,"侵入集中+",0,0,0.0,101151101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的物理攻擊力。",3001
1012001,"流星☆",1,0,0.0,101200101,101200102,0,0,0,0,0,0,0,0,0,0,0,0,"對使用物理攻擊的敵人造成小幅度的魔法傷害，以及對全體敵人造成中幅度的魔法傷害。",1002
1012002,"精神☆炸裂",1,0,1.4,101200201,0,0,0,0,0,0,0,0,0,0,0,0,0,"對物理攻擊力最高的 1 名敵人造成中幅度的魔法傷害。",2002
1012003,"星光☆",1,0,1.4,101200301,101200302,0,0,0,0,0,0,101200301,0,0,0,0,0,"對物理攻擊力最高的 1 名敵人造成小幅度的魔法傷害，並且使敵人暈眩。",2002
1012011,"流星☆隕星",1,0,0.0,101201101,101201102,101201103,101201104,0,0,0,0,101201101,101201101,0,0,0,0,"對使用物理攻擊的全體敵人造成大幅度的魔法傷害，小幅度降低魔法防禦力並使敵人長時間暈眩。並且再對全體敵人造成中幅度的魔法傷害。",1002
1012012,"精神☆炸裂+",1,0,1.4,101201201,101201202,0,0,0,0,0,0,101201201,0,0,0,0,0,"對物理攻擊力最高的 1 名敵人造成中幅度的魔法傷害，並小幅度降低其魔法防禦力。",2002
1012501,"歡樂☆能量",0,0,0.0,101250101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的魔法攻擊力。",3003
1012511,"歡樂☆能量+",0,0,0.0,101251101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的魔法攻擊力。",3003
1013001,"七七香‧∞‧爆轟",1,0,0.0,101300101,0,0,0,0,0,0,0,0,0,0,0,0,0,"對剩餘HP最高的一名敵人造成特大幅度魔法傷害。",1002
1013002,"星塵魔法",1,0,1.4,101300201,101300202,0,0,0,0,0,0,101300201,0,0,0,0,0,"小幅度降低前方範圍內所有敵人的魔法防禦力。",2004
1013003,"能量衝擊",1,0,1.4,101300301,101300302,0,0,0,0,0,0,101300301,0,0,0,0,0,"對剩餘HP最高的一名敵人造成中幅度魔法傷害，再使其暈眩。",2002
1013012,"星塵魔法+",1,0,1.4,101301201,101301202,0,0,0,0,0,0,101301201,0,0,0,0,0,"中幅度降低前方範圍內所有敵人的魔法防禦力。",2004
1013501,"覺醒模式",0,0,0.0,101350101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的魔法攻擊力。",3003
1013511,"覺醒模式+",0,0,0.0,101351101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的魔法攻擊力。",3003
1014001,"罪惡牢籠",1,0,0.0,101400101,101400102,101400103,101400104,101400105,0,0,0,101400101,101400101,0,101400104,0,0,"以前方第３名敵人為中心，展開使範圍內的敵人大幅度降低魔法防禦力，並小幅度降低ＴＰ上升的領域，且小幅度降低行動速度。",1015
1014002,"束縛之徑",1,0,1.4,101400201,101400202,0,0,0,0,0,0,101400201,0,0,0,0,0,"對前方範圍內的全體敵人造成小幅度的魔法傷害，並且施加束縛。",2007
1014003,"誤導之彈",1,0,1.4,101400301,101400302,0,0,0,0,0,0,101400301,0,0,0,0,0,"對面前的１名敵人造成小幅度的魔法傷害，並且使其混亂。",2024
1014012,"束縛之徑+",1,0,1.4,101401201,101401202,101401203,0,0,0,0,0,0,101401201,0,0,0,0,"對前方範圍內的全體敵人造成小幅度的魔法傷害，並且施加束縛。依照範圍內敵人的數量，提升束縛的時間。",2007
1014501,"偵探智慧",0,0,0.0,101450101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的魔法防禦力。",3004
1014511,"偵探智慧+",0,0,0.0,101451101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的魔法防禦力。",3004
1015001,"姐妹互助",1,0,0.0,101500101,101500102,0,0,0,0,0,0,0,0,0,0,0,0,"中幅度恢復己方全體 HP ，並且小幅度提升魔法防禦力。",1005
1015002,"神聖力量",1,0,1.17,101500201,0,0,0,0,0,0,0,0,0,0,0,0,0,"小幅度提升所有周圍我方的魔法攻擊力。",2003
1015003,"愛之治癒",1,0,1.6,101500301,0,0,0,0,0,0,0,0,0,0,0,0,0,"賦予最前方1名夥伴持續恢復HP的狀態。",2005
1015012,"神聖力量+",1,0,1.17,101501201,101501202,0,0,0,0,0,0,0,0,0,0,0,0,"大幅度提升周圍所有夥伴的魔法攻擊力，並且中幅度提升魔法暴擊。",2003
1015501,"天女的威嚴",0,0,0.0,101550101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的魔法攻擊力。",3003
1015511,"天女的威嚴+",0,0,0.0,101551101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的魔法攻擊力。",3003
1016001,"碎心之箭",1,0,0.0,101600101,0,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的１名敵人造成特大幅度的物理傷害。此技能必定會暴擊。",1001
1016002,"激怒噗飛鏢",0,0,0.71,101600201,0,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成中幅度的物理傷害。此技能必定會暴擊。",2001
1016003,"魅力氛圍♪",1,0,1.4,101600301,0,0,0,0,0,0,0,0,0,0,0,0,0,"中幅提升自己的物理攻擊力。",2003
1016012,"激怒噗飛鏢+",0,0,0.71,101601201,101601202,101601203,0,0,0,0,0,0,0,0,0,0,0,"對面前的１名敵人造成共３次，並且暴擊時傷害並非２倍而是３倍的大幅度物理傷害。此技能的第１下必定會暴擊。",2001
1016501,"可愛感覺",0,0,0.0,101650101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力。",3001
1016511,"可愛感覺+",0,0,0.0,101651101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的物理攻擊力。",3001
1017001,"琉球犬矢之拳",0,0,0.0,101700101,0,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成特大幅度的物理傷害。",1001
1017002,"正中路突擊",0,0,1.0,101700201,0,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成中幅度的物理傷害。",2001
1017003,"精神統一",0,0,1.0,101700301,0,0,0,0,0,0,0,0,0,0,0,0,0,"在使用過此技能後，每當香織攻擊一次敵人，她對該敵人所造成的傷害將會提升。此效果最多累積次數為 5 回。",2003
1017012,"正中路突擊+",0,0,1.0,101701201,0,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成大幅度的物理傷害。",2001
1017501,"琉球犬式練氣術",0,0,0.0,101750101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力。",3001
1017511,"琉球犬式練氣術+",0,0,0.0,101751101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的物理攻擊力。",3001
1018001,"心型 Love 風暴",1,0,0.0,101800101,101800102,0,0,0,0,0,0,101800101,0,0,0,0,0,"對全體敵人造成小幅度魔法的傷害，並且使其陷入誘惑狀態。",1009
1018002,"尾巴鞭擊",1,0,1.66,101800201,101800202,0,0,0,0,0,0,101800201,0,0,0,0,0,"對前方範圍內的全體敵人造成小幅度的魔法傷害。",2002
1018003,"靈魂吸取",1,0,1.33,101800301,101800302,0,0,0,0,0,0,0,0,0,0,0,0,"讓隨機 1 名敵人的 TP 小幅度的下降，並且小幅度恢復自己的 TP。",2006
1018011,"心型 Love 颶風",1,0,0.0,101801101,101801102,101801103,101801104,0,0,0,0,101801101,101801101,101801101,0,0,0,"對全體敵人造成中幅度的魔法傷害，並且小幅度降低其 TP，同時小幅度降低其 TP 上升，再使其陷入誘惑狀態。",1009
1018012,"尾巴鞭擊+",1,0,1.66,101801201,101801202,101801203,101801204,101801205,101801206,101801207,0,101801201,101801202,101801203,101801202,101801205,101801205,"對前方範圍內的所有敵人造成中幅度魔法傷害，並且對陷入誘惑狀態的敵人大幅度降低其 TP，而對未陷入狀態的敵人中幅度降低其物理與魔法攻擊力。",2002
1018501,"甜美愛心",0,0,0.0,101850101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的魔法攻擊力。",3003
1018511,"甜美愛心+",0,0,0.0,101851101,101851102,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的魔法攻擊力，並小幅提升自己的魔法防禦力。",3003
1020001,"兔子先生斬擊",1,0,0.0,102000101,102000102,102000103,0,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成中幅度的物理傷害，並且對第 2 近的 1 名敵人造成大幅度的物理傷害。",1001
1020002,"蹦蹦跳攻擊",1,0,0.85,102000201,102000202,0,0,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成中幅度的物理傷害。",2001
1020003,"兔子先生聲援",0,0,0.42,102000301,0,0,0,0,0,0,0,0,0,0,0,0,0,"小幅度提升己方全體的物理攻擊力。",2003
1020012,"蹦蹦跳攻擊+",1,0,0.85,102001201,102001202,102001203,0,0,0,0,0,0,102001202,0,0,0,0,"對前方範圍內的全體敵人造成大幅度的物理傷害。",2001
1020501,"兔子先生之力",0,0,0.0,102050101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力。",3001
1020511,"兔子先生之力+",0,0,0.0,102051101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的物理攻擊力。",3001
1021001,"膽怯的鈴鐺揮擊",0,0,0.0,102100101,102100102,0,0,0,0,0,0,102100101,0,0,0,0,0,"對面前的 1 名敵人造成大幅度的物理傷害，並且使敵人長時間的暈眩。",1018
1021002,"勇氣之鈴",0,0,1.375,102100201,102100202,0,0,0,0,0,0,102100201,0,0,0,0,0,"小幅度提升周圍己方的物理防禦力與魔法防禦力。",2003
1021003,"鈴之震音",1,0,1.375,102100301,102100302,0,0,0,0,0,0,102100301,0,0,0,0,0,"對面前的 1 名敵人造成小幅度的物理傷害，並且使其暈眩。",2018
1021012,"勇氣之鈴+",0,0,1.375,102101201,102101202,102101203,0,0,0,0,0,102101201,102101201,0,0,0,0,"中幅度提升全體夥伴的物理防禦力和魔法防禦力，小幅度恢復TP。",2003
1021501,"閃耀活動",0,0,0.0,102150101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的最大 HP。",3005
1021511,"閃耀活動+",0,0,0.0,102151101,102151102,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的最大 HP，並小幅度提升自己的魔法防禦力。",3005
1022001,"雷霆標槍",0,0,0.0,102200101,0,0,0,0,0,0,0,0,0,0,0,0,0,"對前方範圍內的全體敵人造成中幅度的魔法傷害。",1002
1022002,"過載蓄力",0,0,1.25,102200201,102200202,0,0,0,0,0,0,0,0,0,0,0,0,"消耗 HP，大幅度提升自己的魔法攻擊力。",2003
1022003,"闇影炸裂",1,0,0.98,102200301,0,0,0,0,0,0,0,0,0,0,0,0,0,"對前方範圍內的全體敵人造成小幅度的魔法傷害。",2002
1022012,"過載蓄力+",0,0,1.25,102201201,102201202,102201203,0,0,0,0,0,0,0,0,0,0,0,"消耗 HP，特大幅度提升自己的魔法攻擊力，並中幅度恢復 TP。",2003
1022501,"雷霆增幅",0,0,0.0,102250101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的魔法攻擊力。",3003
1022511,"雷霆增幅+",0,0,0.0,102251101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，大幅度提升自己的魔法攻擊力。",3003
1023001,"噗吉全力揮擊",0,0,0.0,102300101,102300102,102300103,102300104,0,0,0,0,0,0,0,0,0,0,"對面前的 1 名敵人造成大幅度的物理傷害，並且大距離向後吹飛並造成暈眩。",1001
1023002,"噗吉破壞",0,0,1.125,102300201,102300202,0,0,0,0,0,0,102300201,0,0,0,0,0,"對前方範圍內的全體敵人造成小幅度的物理傷害，並且使敵人暈眩。",2018
1023003,"噗吉颶風",0,0,0.855,102300301,102300302,0,0,0,0,0,0,102300301,0,0,0,0,0,"對前方範圍內的全體敵人造成小幅度的物理傷害，並且造成小幅度的物理防禦力下降。",2001
1023012,"噗吉破壞+",0,0,1.125,102301201,102301202,102301203,102301204,0,0,0,0,102301201,0,102301203,0,0,0,"對前方範圍內的全體敵人造成中幅度的物理傷害，並且使敵人暈眩。另外再對面前的１名敵人造成大幅度的物理傷害，並小幅度降低其行動速度。",2018
1023501,"甜美強棒",0,0,0.0,102350101,0,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力。",3001
1023511,"甜美強棒+",0,0,0.0,102351101,102351102,0,0,0,0,0,0,0,0,0,0,0,0,"戰鬥開始時，中幅度提升自己的物理攻擊力，並小幅度提升自己的魔法防禦力。",3001
1025001,"狂風暴雨",1,0,0.0,102500101,102500102,102500103,102500104,0,0,0,0,0,0,0,0,0,0,"對前方範圍內的全體敵人造成中幅度的魔法傷害，並且造成小～中幅度的物理防禦力下降。",1002
1025002,"狂風炸裂",1,0,1.6,102500201,0,0,0,0,0,0,0,0,0,0,0,0,0,"對前方範圍內的全體敵人造成小幅度的魔法傷害。",2002
1025003,"女僕的聲援",1,0,1.46,102500301,102500302,0,0,0,0,0,0,102500301,0,0,0,0,0,"小幅度恢復自己周圍所有己方的 HP，並小幅度提升物理攻擊力。",2005
