story_id,story_group_id,title,sub_title,visible_type,story_end,pre_story_id,love_level,requirement_id,unlock_quest_id,story_quest_id,chara_index,condition_event_quest_id,condition_event_boss_id,reward_type_1,reward_id_1,reward_value_1,reward_type_2,reward_id_2,reward_value_2,reward_type_3,reward_id_3,reward_value_3,start_time,end_time
6017201,6017,"與雷姆的信賴度章節","推薦的\n蘭德索爾美食",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2019/10/01 16:00:00","2030/12/31 14:59:59"
6017202,6017,"與雷姆的信賴度章節","喜歡的地方\n是哪裡？",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2019/10/01 16:00:00","2030/12/31 14:59:59"
6017203,6017,"與雷姆的信賴度章節","蘭德索爾式\n的假日消遣",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2019/10/01 16:00:00","2030/12/31 14:59:59"
6017204,6017,"與雷姆的信賴度章節","在異世界也\n依然可愛的姐姐",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2019/10/01 16:00:00","2030/12/31 14:59:59"
6017205,6017,"與雷姆的信賴度章節","美食大敵",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2019/10/01 16:00:00","2030/12/31 14:59:59"
6017206,6017,"與雷姆的信賴度章節","令人在意的別名",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2019/10/01 16:00:00","2030/12/31 14:59:59"
6017207,6017,"與雷姆的信賴度章節","拉姆的優點",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2019/10/01 16:00:00","2030/12/31 14:59:59"
6017208,6017,"與雷姆的信賴度章節","雷姆的閱讀習慣",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2019/10/01 16:00:00","2030/12/31 14:59:59"
6017209,6017,"與雷姆的信賴度章節","雷姆眼中的愛蜜莉雅",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2019/10/01 16:00:00","2030/12/31 14:59:59"
6017210,6017,"與雷姆的信賴度章節","因為這是攜帶式的",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2019/10/01 16:00:00","2030/12/31 14:59:59"
6017301,6017,"與拉姆的信賴度章節","喜歡的食物",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/10/01 16:00:00","2030/12/31 14:59:59"
6017302,6017,"與拉姆的信賴度章節","你有兄弟姐妹嗎？",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/10/01 16:00:00","2030/12/31 14:59:59"
6017303,6017,"與拉姆的信賴度章節","拉姆的世界",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/10/01 16:00:00","2030/12/31 14:59:59"
6017304,6017,"與拉姆的信賴度章節","女僕裝\n很稀奇？",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/10/01 16:00:00","2030/12/31 14:59:59"
6017305,6017,"與拉姆的信賴度章節","你想了解雷姆",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/10/01 16:00:00","2030/12/31 14:59:59"
6017306,6017,"與拉姆的信賴度章節","拉姆擅長的魔法",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/10/01 16:00:00","2030/12/31 14:59:59"
6017307,6017,"與拉姆的信賴度章節","拉姆眼中的\n愛蜜莉雅",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/10/01 16:00:00","2030/12/31 14:59:59"
6017308,6017,"與拉姆的信賴度章節","拉姆的千里眼",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/10/01 16:00:00","2030/12/31 14:59:59"
6017309,6017,"與拉姆的信賴度章節","有很多稱呼",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/10/01 16:00:00","2030/12/31 14:59:59"
6017310,6017,"與拉姆的信賴度章節","努力打工\n的理由",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2019/10/01 16:00:00","2030/12/31 14:59:59"
6019101,6019,"與鈴奈的信賴度章節","渡假計畫",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2019/10/30 16:00:00","2030/12/31 14:59:59"
6019102,6019,"與鈴奈的信賴度章節","頒布假期吵架警報",2,0,6019101,0,0,0,0,1,10043103,0,0,0,0,0,0,0,0,0,0,"2019/10/30 16:00:00","2030/12/31 14:59:59"
6019103,6019,"與鈴奈的信賴度章節","吵架的經驗",2,0,6019102,0,0,0,0,1,10043103,0,0,0,0,0,0,0,0,0,0,"2019/10/30 16:00:00","2030/12/31 14:59:59"
6019104,6019,"與鈴奈的信賴度章節","和好的方法",2,0,6019103,0,0,0,0,1,10043107,0,0,0,0,0,0,0,0,0,0,"2019/10/30 16:00:00","2030/12/31 14:59:59"
6019105,6019,"與鈴奈的信賴度章節","超級感謝秀才！",2,0,6019104,0,0,0,0,1,10043109,0,0,0,0,0,0,0,0,0,0,"2019/10/30 16:00:00","2030/12/31 14:59:59"
6019106,6019,"與鈴奈的信賴度章節","請幫我加油喔！",2,0,6019105,0,0,0,0,1,10043111,0,0,0,0,0,0,0,0,0,0,"2019/10/30 16:00:00","2030/12/31 14:59:59"
6019107,6019,"與鈴奈的信賴度章節","模特兒的大敵",2,0,6019106,0,0,0,0,1,10043111,0,0,0,0,0,0,0,0,0,0,"2019/10/30 16:00:00","2030/12/31 14:59:59"
6019108,6019,"與鈴奈的信賴度章節","刨冰要吃什麼口味？",2,0,6019107,0,0,0,0,1,10043111,0,0,0,0,0,0,0,0,0,0,"2019/10/30 16:00:00","2030/12/31 14:59:59"
6019109,6019,"與鈴奈的信賴度章節","喜歡怎樣的煙火？",2,0,6019108,0,0,0,0,1,10043111,0,0,0,0,0,0,0,0,0,0,"2019/10/30 16:00:00","2030/12/31 14:59:59"
6019110,6019,"與鈴奈的信賴度章節","明年也一起\n來這座島渡假",2,0,6019109,0,0,0,0,1,10043111,0,0,0,0,0,0,0,0,0,0,"2019/10/30 16:00:00","2030/12/31 14:59:59"
6019201,6019,"與美咲的信賴度章節","渡假計畫",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2019/10/30 16:00:00","2030/12/31 14:59:59"
6019202,6019,"與美咲的信賴度章節","頒布假期吵架警報",2,0,6019201,0,0,0,0,2,10043103,0,0,0,0,0,0,0,0,0,0,"2019/10/30 16:00:00","2030/12/31 14:59:59"
6019203,6019,"與美咲的信賴度章節","吵架的經驗",2,0,6019202,0,0,0,0,2,10043103,0,0,0,0,0,0,0,0,0,0,"2019/10/30 16:00:00","2030/12/31 14:59:59"
6019204,6019,"與美咲的信賴度章節","和好的方法",2,0,6019203,0,0,0,0,2,10043105,0,0,0,0,0,0,0,0,0,0,"2019/10/30 16:00:00","2030/12/31 14:59:59"
6019205,6019,"與美咲的信賴度章節","多虧有你在",2,0,6019204,0,0,0,0,2,10043109,0,0,0,0,0,0,0,0,0,0,"2019/10/30 16:00:00","2030/12/31 14:59:59"
6019206,6019,"與美咲的信賴度章節","加油之戰！",2,0,6019205,0,0,0,0,2,10043111,0,0,0,0,0,0,0,0,0,0,"2019/10/30 16:00:00","2030/12/31 14:59:59"
6019207,6019,"與美咲的信賴度章節","淑女的大敵",2,0,6019206,0,0,0,0,2,10043111,0,0,0,0,0,0,0,0,0,0,"2019/10/30 16:00:00","2030/12/31 14:59:59"
6019208,6019,"與美咲的信賴度章節","刨冰要吃什麼口味？",2,0,6019207,0,0,0,0,2,10043111,0,0,0,0,0,0,0,0,0,0,"2019/10/30 16:00:00","2030/12/31 14:59:59"
6019209,6019,"與美咲的信賴度章節","喜歡怎樣的煙火？",2,0,6019208,0,0,0,0,2,10043111,0,0,0,0,0,0,0,0,0,0,"2019/10/30 16:00:00","2030/12/31 14:59:59"
6019210,6019,"與美咲的信賴度章節","明年也一起\n來這座島渡假",2,0,6019209,0,0,0,0,2,10043111,0,0,0,0,0,0,0,0,0,0,"2019/10/30 16:00:00","2030/12/31 14:59:59"
6023101,6023,"與克蘿依的信賴度章節","你有\n用功讀書嗎？",0,0,0,0,0,0,0,1,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023102,6023,"與克蘿依的信賴度章節","名為克蘿依的女生",2,0,0,0,0,0,0,1,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023103,6023,"與克蘿依的信賴度章節","優妮學姐如何？",2,0,0,0,0,0,0,1,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023104,6023,"與克蘿依的信賴度章節","琪愛兒如何？",2,0,0,0,0,0,0,1,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023105,6023,"與克蘿依的信賴度章節","精靈族的朋友",2,0,0,0,0,0,0,1,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023106,6023,"與克蘿依的信賴度章節","此時此刻\n飢腸轆轆",2,0,0,0,0,0,0,1,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023107,6023,"與克蘿依的信賴度章節","從哪裡來的？",2,0,0,0,0,0,0,1,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023108,6023,"與克蘿依的信賴度章節","哪裡可怕？",2,0,0,0,0,0,0,1,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023109,6023,"與克蘿依的信賴度章節","不要幫我\n取綽號",2,0,0,0,0,0,0,1,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023110,6023,"與克蘿依的信賴度章節","你有什麼綽號嗎？",2,0,0,0,0,0,0,1,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023201,6023,"與琪愛兒的信賴度章節","德蕾女和月光學院",0,0,0,0,0,0,0,2,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023202,6023,"與琪愛兒的信賴度章節","名為琪愛兒的女生",2,0,0,0,0,0,0,2,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023203,6023,"與琪愛兒的信賴度章節","關於優妮",2,0,0,0,0,0,0,2,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023204,6023,"與琪愛兒的信賴度章節","關於克蘿依",2,0,0,0,0,0,0,2,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023205,6023,"與琪愛兒的信賴度章節","關於\n月光學院",2,0,0,0,0,0,0,2,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023206,6023,"與琪愛兒的信賴度章節","琪愛兒的魅力是？",2,0,0,0,0,0,0,2,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023207,6023,"與琪愛兒的信賴度章節","把我帶去\n某個地方吧",2,0,0,0,0,0,0,2,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023208,6023,"與琪愛兒的信賴度章節","登峰造極的搞笑梗",2,0,0,0,0,0,0,2,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023209,6023,"與琪愛兒的信賴度章節","Center是誰？",2,0,0,0,0,0,0,2,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023210,6023,"與琪愛兒的信賴度章節","中級琪愛兒語講座",2,0,0,0,0,0,0,2,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023301,6023,"與優妮的信賴度章節","喜歡的科目是？",0,0,0,0,0,0,0,3,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023302,6023,"與優妮的信賴度章節","名為優妮的女生",2,0,0,0,0,0,0,3,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023303,6023,"與優妮的信賴度章節","關於克蘿依",2,0,0,0,0,0,0,3,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023304,6023,"與優妮的信賴度章節","關於琪愛兒",2,0,0,0,0,0,0,3,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023305,6023,"與優妮的信賴度章節","很像優妮的人",2,0,0,0,0,0,0,3,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023306,6023,"與優妮的信賴度章節","神秘組織BB團",2,0,0,0,0,0,0,3,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023307,6023,"與優妮的信賴度章節","推薦的\n景點？",2,0,0,0,0,0,0,3,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023308,6023,"與優妮的信賴度章節","傳說中的好朋友社",2,0,0,0,0,0,0,3,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023309,6023,"與優妮的信賴度章節","未來的\n學校生活？",2,0,0,0,0,0,0,3,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6023310,6023,"與優妮的信賴度章節","故鄉的事",2,0,0,0,0,0,0,3,10023103,0,0,0,0,0,0,0,0,0,0,"2020/01/02 16:00:00","2030/12/31 14:59:59"
6025101,6025,"與美美的信賴度章節","度過萬聖節\n的方式",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025102,6025,"與美美的信賴度章節","一起來\n惡作劇吧",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025103,6025,"與美美的信賴度章節","來吃\n點心吧",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025104,6025,"與美美的信賴度章節","都市傳說",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025105,6025,"與美美的信賴度章節","適合我嗎？",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025106,6025,"與美美的信賴度章節","靈界\n是什麼？",0,0,0,0,0,0,0,1,10025107,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025107,6025,"與美美的信賴度章節","是花唷",0,0,0,0,0,0,0,1,10025109,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025108,6025,"與美美的信賴度章節","優秀的\n姐姐",0,0,0,0,0,0,0,1,10025113,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025109,6025,"與美美的信賴度章節","萬聖節\n派對",0,0,0,0,0,0,0,1,10025113,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025110,6025,"與美美的信賴度章節","朋友",0,0,0,0,0,0,0,1,10025115,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025201,6025,"與鏡華的信賴度章節","度過萬聖節\n的方式",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025202,6025,"與鏡華的信賴度章節","惡作劇\n是……",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025203,6025,"與鏡華的信賴度章節","來發\n點心吧？",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025204,6025,"與鏡華的信賴度章節","這是\n都市傳說！",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025205,6025,"與鏡華的信賴度章節","各種\n打扮",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025206,6025,"與鏡華的信賴度章節","靈界\n是什麼？",0,0,0,0,0,0,0,2,10025107,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025207,6025,"與鏡華的信賴度章節","謎樣的女孩",0,0,0,0,0,0,0,2,10025107,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025208,6025,"與鏡華的信賴度章節","優秀的\n姐姐",0,0,0,0,0,0,0,2,10025113,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025209,6025,"與鏡華的信賴度章節","萬聖節\n派對",0,0,0,0,0,0,0,2,10025113,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025210,6025,"與鏡華的信賴度章節","朋友",0,0,0,0,0,0,0,2,10025115,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025301,6025,"與禊的信賴度章節","度過萬聖節\n的方式",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025302,6025,"與禊的信賴度章節","一起來\n惡作劇吧",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025303,6025,"與禊的信賴度章節","來吃\n點心吧",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025304,6025,"與禊的信賴度章節","都市傳說",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025305,6025,"與禊的信賴度章節","適合我嗎？",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025306,6025,"與禊的信賴度章節","靈界\n是什麼？",0,0,0,0,0,0,0,3,10025107,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025307,6025,"與禊的信賴度章節","謎樣的女孩",0,0,0,0,0,0,0,3,10025107,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025308,6025,"與禊的信賴度章節","優秀的\n姐姐",0,0,0,0,0,0,0,3,10025113,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025309,6025,"與禊的信賴度章節","萬聖節\n派對",0,0,0,0,0,0,0,3,10025113,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6025310,6025,"與禊的信賴度章節","朋友",0,0,0,0,0,0,0,3,10025115,0,0,0,0,0,0,0,0,0,0,"2020/02/04 16:00:00","2030/12/31 14:59:59"
6027101,6027,"與祈梨的信賴度章節","嘉夜\n是怎樣的人？",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2020/03/02 16:00:00","2030/12/31 14:59:59"
6027102,6027,"與祈梨的信賴度章節","帆稀\n是怎樣的人？",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2020/03/02 16:00:00","2030/12/31 14:59:59"
6027103,6027,"與祈梨的信賴度章節","幫派的\n工作是？",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2020/03/02 16:00:00","2030/12/31 14:59:59"
6027104,6027,"與祈梨的信賴度章節","龍人族\n是什麼？",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2020/03/02 16:00:00","2030/12/31 14:59:59"
6027105,6027,"與祈梨的信賴度章節","艾爾皮斯島\n怎麼樣？",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2020/03/02 16:00:00","2030/12/31 14:59:59"
6027106,6027,"與祈梨的信賴度章節","似龍生物\n怎麼樣？",0,0,0,0,0,0,0,1,10027115,0,0,0,0,0,0,0,0,0,0,"2020/03/02 16:00:00","2030/12/31 14:59:59"
6027201,6027,"與嘉夜的信賴度章節","祈梨\n是怎樣的人？",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2020/03/02 16:00:00","2030/12/31 14:59:59"
6027202,6027,"與嘉夜的信賴度章節","帆稀\n是怎樣的人？",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2020/03/02 16:00:00","2030/12/31 14:59:59"
6027203,6027,"與嘉夜的信賴度章節","幫派的\n工作是？",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2020/03/02 16:00:00","2030/12/31 14:59:59"
6027204,6027,"與嘉夜的信賴度章節","龍人族\n是什麼？",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2020/03/02 16:00:00","2030/12/31 14:59:59"
6027205,6027,"與嘉夜的信賴度章節","艾爾皮斯島\n怎麼樣？",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"2020/03/02 16:00:00","2030/12/31 14:59:59"
6027206,6027,"與嘉夜的信賴度章節","似龍生物\n怎麼樣？",0,0,0,0,0,0,0,2,10027115,0,0,0,0,0,0,0,0,0,0,"2020/03/02 16:00:00","2030/12/31 14:59:59"
6029101,6029,"與望的信賴度章節","聖誕節是\n是怎樣的日子？",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2020/04/01 16:00:00","2030/12/31 14:59:59"
6029102,6029,"與望的信賴度章節","聖誕夜的裝扮",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2020/04/01 16:00:00","2030/12/31 14:59:59"
6029103,6029,"與望的信賴度章節","能幹的製作人",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2020/04/01 16:00:00","2030/12/31 14:59:59"
6029104,6029,"與望的信賴度章節","統御黑夜之人",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2020/04/01 16:00:00","2030/12/31 14:59:59"
6029105,6029,"與望的信賴度章節","聖誕演唱會",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"2020/04/01 16:00:00","2030/12/31 14:59:59"
6029106,6029,"與望的信賴度章節","目標是成為\n聖誕老人",0,0,0,0,0,0,0,3,10029107,0,0,0,0,0,0,0,0,0,0,"2020/04/01 16:00:00","2030/12/31 14:59:59"
6029107,6029,"與望的信賴度章節","去泡溫泉吧",0,0,0,0,0,0,0,3,10029109,0,0,0,0,0,0,0,0,0,0,"2020/04/01 16:00:00","2030/12/31 14:59:59"
6029108,6029,"與望的信賴度章節","謀反的馴鹿",0,0,0,0,0,0,0,3,10029112,0,0,0,0,0,0,0,0,0,0,"2020/04/01 16:00:00","2030/12/31 14:59:59"
6029109,6029,"與望的信賴度章節","聖誕夜的勝利",0,0,0,0,0,0,0,3,10029115,0,0,0,0,0,0,0,0,0,0,"2020/04/01 16:00:00","2030/12/31 14:59:59"
6029110,6029,"與望的信賴度章節","發燙的心",0,0,0,0,0,0,0,3,10029115,1002901,0,0,0,0,0,0,0,0,0,"2020/04/01 16:00:00","2030/12/31 14:59:59"
6029201,6029,"與克莉絲提娜的信賴度章節","聖誕節是\n是怎樣的日子？",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2020/04/01 16:00:00","2030/12/31 14:59:59"
6029202,6029,"與克莉絲提娜的信賴度章節","想要的東西",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2020/04/01 16:00:00","2030/12/31 14:59:59"
6029203,6029,"與克莉絲提娜的信賴度章節","關於伊莉亞",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2020/04/01 16:00:00","2030/12/31 14:59:59"
6029204,6029,"與克莉絲提娜的信賴度章節","偶像問卷調查",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2020/04/01 16:00:00","2030/12/31 14:59:59"
6029205,6029,"與克莉絲提娜的信賴度章節","聖誕老人的服裝",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2020/04/01 16:00:00","2030/12/31 14:59:59"
